Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Year,Month,Day,Investigation Time
838,2021-01-10,vampire,92,castle,assault,unknown,dawn,cloak,2021,January,Sunday,very long
3534,2020-12-25,skeleton,94,castle,nightly disturbance,axe,night,bones,2020,December,Friday,very long
2105,2019-11-14,zombie,63,swamp,kidnapping,knife,night,bones,2019,November,Thursday,long
9535,2023-09-13,zombie,98,mountain,kidnapping,knife,night,blood,2023,September,Wednesday,very long
45,2021-09-25,ghost,36,mountain,theft,unknown,night,potions,2021,September,Saturday,medium
3979,2022-02-11,vampire,38,castle,assault,knife,dusk,teeth,2022,February,Friday,medium
5311,2020-05-30,ghost,18,castle,vandalism,unknown,night,potions,2020,May,Saturday,short
8524,2022-07-18,werewolf,94,forest,assault,unknown,night,teeth,2022,July,Monday,very long
4363,2021-05-14,ghost,53,castle,nightly disturbance,knife,night,potions,2021,May,Friday,medium
2997,2021-04-23,ghost,22,castle,nightly disturbance,brute force,night,potions,2021,April,Friday,short
4010,2021-05-01,zombie,28,swamp,murder,unknown,dusk,bones,2021,May,Saturday,short
1201,2022-10-04,skeleton,71,mountain,arson,axe,day,bones,2022,October,Tuesday,long
289,2019-11-13,witch,51,forest,arson,knife,dusk,potions,2019,November,Wednesday,medium
8963,2023-10-16,vampire,14,castle,assault,knife,night,teeth,2023,October,Monday,short
4201,2022-04-14,zombie,50,mountain,murder,brute force,dusk,teeth,2022,April,Thursday,medium
3126,2022-02-16,witch,96,forest,arson,knife,day,bones,2022,February,Wednesday,very long
4602,2024-08-25,werewolf,25,village,assault,brute force,night,blood,2024,August,Sunday,short
4630,2022-10-20,vampire,8,castle,assault,knife,night,cloak,2022,October,Thursday,short
4367,2020-10-08,ghost,37,village,theft,knife,night,cloak,2020,October,Thursday,medium
5562,2022-03-07,zombie,80,swamp,kidnapping,pistol,night,teeth,2022,March,Monday,long
7145,2023-02-20,vampire,12,mountain,nightly disturbance,brute force,night,blood,2023,February,Monday,short
3399,2024-09-21,ghost,12,castle,theft,unknown,dawn,cloak,2024,September,Saturday,short
8102,2024-02-14,skeleton,45,mountain,assault,axe,day,cloak,2024,February,Wednesday,medium
3230,2020-05-22,zombie,98,forest,assault,axe,dusk,potions,2020,May,Friday,very long
8900,2021-09-07,werewolf,65,forest,assault,axe,night,teeth,2021,September,Tuesday,long
979,2020-04-02,werewolf,26,forest,kidnapping,brute force,night,fur,2020,April,Thursday,short
3773,2019-11-17,skeleton,13,castle,assault,axe,day,bones,2019,November,Sunday,short
934,2023-06-22,vampire,3,castle,nightly disturbance,unknown,night,cloak,2023,June,Thursday,short
9591,2022-12-27,witch,40,forest,kidnapping,knife,night,cloak,2022,December,Tuesday,medium
6517,2023-04-13,skeleton,38,mountain,arson,brute force,dusk,bones,2023,April,Thursday,medium
8887,2020-08-28,zombie,87,swamp,murder,knife,dawn,teeth,2020,August,Friday,long
2883,2020-01-31,werewolf,36,forest,assault,unknown,night,teeth,2020,January,Friday,medium
5232,2023-04-09,vampire,47,village,nightly disturbance,axe,night,blood,2023,April,Sunday,medium
6792,2021-07-01,ghost,21,castle,arson,unknown,night,potions,2021,July,Thursday,short
9414,2021-07-04,ghost,83,castle,nightly disturbance,pistol,night,cloak,2021,July,Sunday,long
7887,2022-10-29,skeleton,67,mountain,assault,pistol,day,bones,2022,October,Saturday,long
4517,2022-10-28,werewolf,32,forest,assault,pistol,night,teeth,2022,October,Friday,medium
5218,2021-07-23,skeleton,74,swamp,nightly disturbance,pistol,night,bones,2021,July,Friday,long
4392,2022-11-21,werewolf,2,forest,assault,axe,night,teeth,2022,November,Monday,short
7980,2022-04-06,vampire,34,village,nightly disturbance,pistol,night,blood,2022,April,Wednesday,medium
3663,2019-11-30,skeleton,1,mountain,nightly disturbance,unknown,night,bones,2019,November,Saturday,short
1809,2024-03-28,skeleton,6,castle,nightly disturbance,brute force,night,bones,2024,March,Thursday,short
8378,2022-11-25,skeleton,94,mountain,arson,brute force,day,bones,2022,November,Friday,very long
2082,2023-08-18,ghost,8,castle,vandalism,knife,dusk,potions,2023,August,Friday,short
4054,2021-08-16,skeleton,7,swamp,nightly disturbance,unknown,night,bones,2021,August,Monday,short
1924,2024-02-20,witch,73,village,kidnapping,axe,dusk,teeth,2024,February,Tuesday,long
5632,2024-03-02,zombie,64,forest,kidnapping,knife,night,potions,2024,March,Saturday,long
6995,2021-02-15,ghost,73,village,arson,unknown,night,potions,2021,February,Monday,long
76,2023-01-24,ghost,61,castle,nightly disturbance,axe,night,potions,2023,January,Tuesday,long
2373,2021-09-18,witch,20,village,kidnapping,pistol,dusk,bones,2021,September,Saturday,short
5541,2023-11-27,ghost,7,village,nightly disturbance,brute force,night,cloak,2023,November,Monday,short
437,2022-12-30,skeleton,48,castle,vandalism,pistol,day,bones,2022,December,Friday,medium
4632,2019-11-16,werewolf,34,swamp,vandalism,unknown,night,bones,2019,November,Saturday,medium
8179,2020-05-24,ghost,94,village,arson,pistol,dusk,potions,2020,May,Sunday,very long
8544,2020-09-15,zombie,60,village,kidnapping,axe,night,bones,2020,September,Tuesday,medium
8238,2021-01-10,skeleton,28,mountain,assault,knife,day,bones,2021,January,Sunday,short
7970,2020-12-09,vampire,5,castle,assault,brute force,night,blood,2020,December,Wednesday,short
1569,2023-03-31,ghost,28,village,arson,axe,night,cloak,2023,March,Friday,short
245,2023-12-06,skeleton,93,mountain,nightly disturbance,brute force,night,bones,2023,December,Wednesday,very long
791,2024-01-23,vampire,59,castle,assault,pistol,night,blood,2024,January,Tuesday,medium
3098,2020-02-12,witch,6,village,arson,knife,night,cloak,2020,February,Wednesday,short
987,2024-02-28,vampire,62,castle,assault,axe,night,blood,2024,February,Wednesday,long
2973,2022-08-30,skeleton,58,castle,assault,knife,night,bones,2022,August,Tuesday,medium
5432,2024-06-12,skeleton,71,castle,nightly disturbance,pistol,night,bones,2024,June,Wednesday,long
4777,2022-05-15,skeleton,82,swamp,nightly disturbance,knife,night,cloak,2022,May,Sunday,long
1636,2021-02-12,ghost,4,village,nightly disturbance,unknown,night,potions,2021,February,Friday,short
2171,2022-09-09,skeleton,65,castle,assault,axe,dawn,cloak,2022,September,Friday,long
1821,2023-02-11,witch,22,swamp,arson,unknown,dawn,potions,2023,February,Saturday,short
2119,2024-05-07,zombie,81,forest,kidnapping,knife,day,potions,2024,May,Tuesday,long
6136,2024-01-29,ghost,45,village,nightly disturbance,knife,night,potions,2024,January,Monday,medium
5298,2022-01-08,skeleton,29,mountain,vandalism,brute force,day,cloak,2022,January,Saturday,short
1372,2020-02-12,werewolf,26,forest,assault,unknown,dusk,bones,2020,February,Wednesday,short
8142,2023-03-23,vampire,48,castle,assault,knife,dusk,cloak,2023,March,Thursday,medium
6111,2020-05-24,skeleton,56,mountain,assault,axe,day,bones,2020,May,Sunday,medium
8454,2024-06-04,zombie,86,swamp,assault,unknown,night,potions,2024,June,Tuesday,long
6078,2021-04-20,ghost,28,village,theft,brute force,night,potions,2021,April,Tuesday,short
10029,2020-01-31,vampire,94,castle,murder,knife,night,blood,2020,January,Friday,very long
8859,2019-11-10,werewolf,14,mountain,assault,brute force,dawn,fur,2019,November,Sunday,short
7576,2022-05-10,werewolf,54,mountain,vandalism,knife,night,bones,2022,May,Tuesday,medium
1625,2023-09-03,witch,79,village,kidnapping,axe,night,cloak,2023,September,Sunday,long
3130,2022-06-21,skeleton,99,mountain,arson,brute force,night,bones,2022,June,Tuesday,very long
9869,2022-02-03,skeleton,71,mountain,arson,brute force,dusk,bones,2022,February,Thursday,long
2443,2024-08-07,skeleton,49,castle,nightly disturbance,brute force,night,cloak,2024,August,Wednesday,medium
2040,2024-01-05,werewolf,35,forest,assault,pistol,night,teeth,2024,January,Friday,medium
6079,2024-06-27,ghost,9,village,vandalism,knife,night,potions,2024,June,Thursday,short
4167,2023-01-20,ghost,30,mountain,vandalism,unknown,night,potions,2023,January,Friday,short
9900,2020-04-11,vampire,43,castle,nightly disturbance,unknown,night,cloak,2020,April,Saturday,medium
3281,2020-01-14,witch,65,village,arson,pistol,day,potions,2020,January,Tuesday,long
125,2020-02-21,witch,83,swamp,arson,unknown,dusk,cloak,2020,February,Friday,long
6491,2020-08-22,zombie,10,swamp,vandalism,unknown,dawn,potions,2020,August,Saturday,short
5362,2024-09-02,zombie,31,swamp,kidnapping,knife,dawn,bones,2024,September,Monday,medium
7536,2022-05-23,vampire,84,village,murder,pistol,night,blood,2022,May,Monday,long
9249,2023-04-14,ghost,42,castle,vandalism,unknown,night,cloak,2023,April,Friday,medium
3376,2021-01-20,witch,97,village,arson,knife,dawn,cloak,2021,January,Wednesday,very long
606,2021-07-16,witch,79,swamp,theft,unknown,dawn,cloak,2021,July,Friday,long
2148,2024-06-28,ghost,26,village,vandalism,unknown,night,cloak,2024,June,Friday,short
9593,2020-03-03,ghost,24,village,vandalism,pistol,dusk,cloak,2020,March,Tuesday,short
7761,2023-07-19,ghost,62,village,theft,knife,night,cloak,2023,July,Wednesday,long
7120,2023-03-25,werewolf,92,mountain,nightly disturbance,unknown,night,potions,2023,March,Saturday,very long
9758,2020-11-28,vampire,70,village,assault,axe,night,cloak,2020,November,Saturday,long
2224,2024-04-16,vampire,32,village,theft,knife,night,cloak,2024,April,Tuesday,medium
4092,2022-04-14,zombie,16,swamp,murder,unknown,night,potions,2022,April,Thursday,short
6115,2022-05-22,werewolf,49,forest,vandalism,knife,night,teeth,2022,May,Sunday,medium
3397,2024-01-22,zombie,37,forest,kidnapping,knife,dawn,potions,2024,January,Monday,medium
6921,2020-12-05,zombie,25,swamp,kidnapping,axe,dawn,fur,2020,December,Saturday,short
733,2021-02-22,skeleton,20,mountain,assault,axe,dusk,bones,2021,February,Monday,short
4981,2021-08-05,zombie,2,mountain,kidnapping,knife,dusk,potions,2021,August,Thursday,short
988,2021-07-08,ghost,15,forest,arson,axe,dawn,cloak,2021,July,Thursday,short
816,2022-10-01,skeleton,71,mountain,assault,brute force,dusk,bones,2022,October,Saturday,long
9700,2023-08-19,zombie,40,swamp,kidnapping,brute force,dusk,blood,2023,August,Saturday,medium
1491,2024-07-25,werewolf,3,swamp,assault,unknown,day,blood,2024,July,Thursday,short
5995,2022-07-29,skeleton,44,castle,assault,unknown,day,bones,2022,July,Friday,medium
9127,2020-05-06,ghost,21,village,vandalism,axe,dusk,potions,2020,May,Wednesday,short
7406,2022-09-15,werewolf,53,forest,assault,unknown,dusk,fur,2022,September,Thursday,medium
4002,2022-10-01,skeleton,87,castle,assault,axe,day,bones,2022,October,Saturday,long
6488,2020-06-04,werewolf,14,mountain,vandalism,axe,dusk,teeth,2020,June,Thursday,short
4952,2020-05-07,werewolf,41,mountain,assault,pistol,night,fur,2020,May,Thursday,medium
1249,2024-04-06,werewolf,10,swamp,assault,unknown,night,teeth,2024,April,Saturday,short
1239,2023-10-16,vampire,89,castle,assault,brute force,dawn,blood,2023,October,Monday,long
8128,2023-01-11,skeleton,26,mountain,nightly disturbance,brute force,night,bones,2023,January,Wednesday,short
9370,2022-04-28,ghost,41,castle,theft,unknown,night,cloak,2022,April,Thursday,medium
8759,2021-06-23,werewolf,85,forest,kidnapping,knife,night,teeth,2021,June,Wednesday,long
5282,2021-01-29,ghost,30,village,vandalism,unknown,dusk,potions,2021,January,Friday,short
7020,2024-07-04,zombie,99,mountain,vandalism,unknown,day,bones,2024,July,Thursday,very long
3252,2021-08-17,werewolf,14,forest,assault,axe,dusk,fur,2021,August,Tuesday,short
292,2023-05-14,vampire,30,mountain,murder,axe,night,teeth,2023,May,Sunday,short
5071,2023-06-11,skeleton,82,castle,nightly disturbance,brute force,night,cloak,2023,June,Sunday,long
2998,2023-11-27,ghost,16,castle,vandalism,unknown,dusk,cloak,2023,November,Monday,short
3198,2020-01-24,skeleton,2,castle,nightly disturbance,axe,night,bones,2020,January,Friday,short
6063,2024-06-26,werewolf,34,forest,vandalism,unknown,day,teeth,2024,June,Wednesday,medium
8977,2022-08-11,werewolf,74,forest,vandalism,knife,night,fur,2022,August,Thursday,long
1674,2024-03-27,zombie,66,village,assault,unknown,dusk,teeth,2024,March,Wednesday,long
1997,2020-06-21,vampire,72,castle,assault,axe,night,cloak,2020,June,Sunday,long
2425,2020-09-25,vampire,60,village,assault,unknown,night,cloak,2020,September,Friday,medium
459,2022-12-26,ghost,41,forest,vandalism,brute force,night,cloak,2022,December,Monday,medium
8107,2021-08-20,werewolf,9,forest,nightly disturbance,brute force,night,teeth,2021,August,Friday,short
4743,2022-11-01,witch,5,village,kidnapping,unknown,dawn,cloak,2022,November,Tuesday,short
3719,2020-09-06,vampire,96,castle,nightly disturbance,brute force,night,teeth,2020,September,Sunday,very long
429,2023-01-27,zombie,53,forest,murder,knife,dawn,potions,2023,January,Friday,medium
9823,2020-10-29,skeleton,57,castle,nightly disturbance,pistol,night,bones,2020,October,Thursday,medium
665,2020-12-06,skeleton,80,castle,nightly disturbance,knife,night,bones,2020,December,Sunday,long
3336,2021-08-22,vampire,87,castle,nightly disturbance,axe,night,blood,2021,August,Sunday,long
6460,2020-10-28,ghost,24,village,theft,knife,dawn,cloak,2020,October,Wednesday,short
2877,2022-12-27,zombie,69,swamp,kidnapping,unknown,dusk,bones,2022,December,Tuesday,long
8376,2024-01-03,werewolf,70,village,nightly disturbance,unknown,night,teeth,2024,January,Wednesday,long
7570,2024-01-17,zombie,1,village,kidnapping,unknown,dusk,teeth,2024,January,Wednesday,short
1011,2022-07-29,vampire,60,castle,assault,unknown,night,blood,2022,July,Friday,medium
4240,2019-12-28,vampire,29,castle,assault,unknown,night,blood,2019,December,Saturday,short
2446,2020-04-18,witch,27,swamp,arson,knife,night,teeth,2020,April,Saturday,short
7555,2020-11-16,werewolf,6,village,vandalism,unknown,night,teeth,2020,November,Monday,short
5766,2022-01-20,zombie,96,forest,murder,knife,dusk,teeth,2022,January,Thursday,very long
3886,2023-10-28,werewolf,91,forest,vandalism,axe,dusk,fur,2023,October,Saturday,very long
971,2019-12-21,ghost,61,castle,vandalism,pistol,night,cloak,2019,December,Saturday,long
1596,2021-07-03,vampire,10,castle,murder,knife,night,blood,2021,July,Saturday,short
5055,2024-05-02,witch,79,forest,kidnapping,knife,night,potions,2024,May,Thursday,long
2233,2022-05-12,witch,43,village,assault,brute force,night,bones,2022,May,Thursday,medium
6376,2020-02-02,ghost,96,village,vandalism,knife,night,cloak,2020,February,Sunday,very long
9659,2022-04-18,vampire,82,castle,theft,knife,night,blood,2022,April,Monday,long
4273,2022-07-28,ghost,4,village,nightly disturbance,knife,night,potions,2022,July,Thursday,short
765,2024-08-26,vampire,47,castle,assault,unknown,night,blood,2024,August,Monday,medium
2312,2021-09-11,skeleton,59,castle,assault,unknown,dawn,cloak,2021,September,Saturday,medium
6731,2022-12-15,werewolf,57,forest,nightly disturbance,knife,night,fur,2022,December,Thursday,medium
4802,2020-10-05,zombie,69,swamp,kidnapping,brute force,night,blood,2020,October,Monday,long
8295,2021-01-17,zombie,81,swamp,murder,axe,night,fur,2021,January,Sunday,long
815,2024-03-09,ghost,58,castle,vandalism,unknown,night,cloak,2024,March,Saturday,medium
6641,2024-01-18,zombie,68,swamp,kidnapping,pistol,night,blood,2024,January,Thursday,long
7795,2024-05-04,werewolf,79,mountain,assault,unknown,night,teeth,2024,May,Saturday,long
1978,2020-02-12,witch,73,forest,arson,unknown,day,blood,2020,February,Wednesday,long
2473,2021-08-12,skeleton,52,mountain,vandalism,knife,day,cloak,2021,August,Thursday,medium
5935,2024-03-25,vampire,8,village,assault,knife,dusk,blood,2024,March,Monday,short
8245,2022-05-13,witch,87,village,kidnapping,knife,night,bones,2022,May,Friday,long
6200,2024-10-29,skeleton,38,castle,nightly disturbance,knife,night,cloak,2024,October,Tuesday,medium
2430,2020-08-08,ghost,49,castle,arson,axe,night,cloak,2020,August,Saturday,medium
1085,2023-06-13,ghost,13,castle,nightly disturbance,unknown,night,cloak,2023,June,Tuesday,short
6623,2024-03-27,vampire,31,castle,nightly disturbance,knife,night,cloak,2024,March,Wednesday,medium
4282,2020-06-19,skeleton,58,forest,arson,axe,dawn,bones,2020,June,Friday,medium
8596,2023-01-31,zombie,79,village,kidnapping,knife,night,bones,2023,January,Tuesday,long
2115,2022-08-19,witch,66,village,arson,brute force,night,cloak,2022,August,Friday,long
4573,2020-02-13,ghost,39,castle,vandalism,knife,night,potions,2020,February,Thursday,medium
7273,2021-10-04,zombie,38,swamp,assault,brute force,night,teeth,2021,October,Monday,medium
6864,2023-04-20,ghost,9,castle,vandalism,brute force,night,cloak,2023,April,Thursday,short
7308,2024-06-11,ghost,58,castle,vandalism,unknown,night,potions,2024,June,Tuesday,medium
7495,2022-08-03,witch,18,swamp,arson,unknown,day,teeth,2022,August,Wednesday,short
6919,2024-10-28,ghost,4,village,theft,knife,night,potions,2024,October,Monday,short
6906,2021-07-16,vampire,73,village,assault,pistol,night,cloak,2021,July,Friday,long
1013,2022-04-04,witch,14,village,arson,knife,day,cloak,2022,April,Monday,short
9190,2021-05-18,werewolf,40,village,nightly disturbance,axe,night,fur,2021,May,Tuesday,medium
6628,2022-11-02,skeleton,75,mountain,vandalism,knife,dusk,cloak,2022,November,Wednesday,long
5673,2020-12-14,skeleton,78,mountain,nightly disturbance,axe,night,bones,2020,December,Monday,long
4698,2022-08-18,werewolf,39,forest,assault,knife,night,blood,2022,August,Thursday,medium
5367,2021-02-02,werewolf,90,mountain,vandalism,brute force,dusk,fur,2021,February,Tuesday,long
1501,2023-07-01,zombie,96,swamp,murder,brute force,dusk,blood,2023,July,Saturday,very long
7682,2023-01-12,vampire,21,castle,assault,knife,dusk,blood,2023,January,Thursday,short
1426,2020-03-20,vampire,24,mountain,nightly disturbance,unknown,night,teeth,2020,March,Friday,short
9395,2023-05-24,werewolf,36,swamp,nightly disturbance,pistol,night,fur,2023,May,Wednesday,medium
717,2022-06-25,vampire,75,forest,assault,unknown,night,cloak,2022,June,Saturday,long
9904,2024-02-15,ghost,1,village,nightly disturbance,unknown,night,potions,2024,February,Thursday,short
8119,2020-10-29,vampire,25,village,murder,brute force,night,teeth,2020,October,Thursday,short
7282,2020-06-29,skeleton,99,castle,arson,knife,dusk,bones,2020,June,Monday,very long
3108,2021-12-16,vampire,24,village,assault,brute force,night,blood,2021,December,Thursday,short
8399,2023-04-13,ghost,42,castle,vandalism,unknown,night,cloak,2023,April,Thursday,medium
4142,2021-10-26,werewolf,46,mountain,nightly disturbance,unknown,night,fur,2021,October,Tuesday,medium
5164,2024-03-11,ghost,7,castle,nightly disturbance,knife,night,potions,2024,March,Monday,short
2752,2024-08-10,vampire,74,village,assault,knife,night,cloak,2024,August,Saturday,long
9452,2021-08-11,witch,36,village,arson,pistol,night,blood,2021,August,Wednesday,medium
1283,2022-11-08,ghost,28,village,nightly disturbance,pistol,night,potions,2022,November,Tuesday,short
2490,2023-10-13,werewolf,63,forest,vandalism,pistol,night,teeth,2023,October,Friday,long
5521,2022-05-06,vampire,61,village,nightly disturbance,unknown,night,cloak,2022,May,Friday,long
273,2023-06-21,werewolf,59,village,vandalism,pistol,dusk,blood,2023,June,Wednesday,medium
3617,2024-05-06,witch,36,village,kidnapping,knife,day,bones,2024,May,Monday,medium
5403,2020-05-24,werewolf,4,mountain,assault,axe,dusk,fur,2020,May,Sunday,short
7361,2020-04-24,skeleton,70,forest,assault,knife,day,bones,2020,April,Friday,long
5207,2021-10-19,witch,66,swamp,arson,knife,day,potions,2021,October,Tuesday,long
6667,2021-04-07,ghost,71,castle,nightly disturbance,unknown,night,cloak,2021,April,Wednesday,long
2853,2021-03-26,ghost,66,castle,nightly disturbance,knife,night,potions,2021,March,Friday,long
5867,2024-01-01,zombie,7,swamp,kidnapping,brute force,night,bones,2024,January,Monday,short
597,2024-09-19,zombie,89,swamp,murder,brute force,dusk,fur,2024,September,Thursday,long
6015,2023-10-25,werewolf,34,mountain,vandalism,knife,night,teeth,2023,October,Wednesday,medium
5307,2023-04-04,vampire,71,village,nightly disturbance,unknown,night,cloak,2023,April,Tuesday,long
6728,2020-10-28,skeleton,50,castle,vandalism,knife,day,bones,2020,October,Wednesday,medium
7732,2020-02-17,werewolf,42,forest,assault,pistol,night,blood,2020,February,Monday,medium
8814,2022-09-11,skeleton,93,mountain,assault,axe,day,cloak,2022,September,Sunday,very long
6966,2021-11-13,witch,63,village,arson,pistol,day,cloak,2021,November,Saturday,long
7668,2021-12-18,witch,66,village,arson,unknown,dusk,bones,2021,December,Saturday,long
2051,2021-08-24,skeleton,20,castle,arson,brute force,night,bones,2021,August,Tuesday,short
6888,2021-01-25,vampire,88,castle,assault,brute force,dusk,blood,2021,January,Monday,long
685,2021-06-26,skeleton,10,mountain,arson,knife,day,bones,2021,June,Saturday,short
5823,2020-01-10,skeleton,23,mountain,assault,axe,dawn,cloak,2020,January,Friday,short
1246,2021-02-19,werewolf,77,village,vandalism,unknown,night,blood,2021,February,Friday,long
5350,2024-10-14,ghost,51,castle,theft,knife,night,potions,2024,October,Monday,medium
7174,2020-05-07,werewolf,83,mountain,assault,pistol,night,teeth,2020,May,Thursday,long
5082,2022-04-25,witch,90,swamp,arson,pistol,dusk,bones,2022,April,Monday,long
5509,2023-10-31,ghost,62,castle,vandalism,pistol,night,potions,2023,October,Tuesday,long
2460,2021-10-14,werewolf,44,forest,assault,unknown,day,fur,2021,October,Thursday,medium
6384,2022-05-09,vampire,24,forest,assault,pistol,night,teeth,2022,May,Monday,short
6181,2022-02-28,skeleton,44,mountain,assault,unknown,day,bones,2022,February,Monday,medium
9250,2021-10-27,werewolf,35,mountain,assault,knife,night,blood,2021,October,Wednesday,medium
10054,2021-12-08,skeleton,48,mountain,vandalism,axe,dusk,bones,2021,December,Wednesday,medium
905,2020-08-02,werewolf,69,forest,assault,axe,night,fur,2020,August,Sunday,long
1627,2024-01-02,ghost,59,castle,vandalism,knife,dusk,cloak,2024,January,Tuesday,medium
6540,2022-03-01,zombie,28,swamp,kidnapping,unknown,night,blood,2022,March,Tuesday,short
7737,2024-02-12,vampire,15,castle,theft,knife,dawn,cloak,2024,February,Monday,short
7533,2023-09-04,witch,65,village,arson,unknown,dusk,cloak,2023,September,Monday,long
3845,2023-05-26,vampire,81,castle,murder,axe,night,teeth,2023,May,Friday,long
8358,2022-01-11,ghost,66,village,vandalism,brute force,night,potions,2022,January,Tuesday,long
9546,2022-09-22,witch,96,village,arson,knife,day,potions,2022,September,Thursday,very long
4748,2020-04-18,werewolf,58,mountain,nightly disturbance,unknown,night,bones,2020,April,Saturday,medium
4001,2023-01-13,ghost,24,village,nightly disturbance,unknown,night,potions,2023,January,Friday,short
5474,2022-12-28,ghost,90,village,vandalism,unknown,dawn,potions,2022,December,Wednesday,long
899,2022-12-28,witch,5,forest,kidnapping,unknown,day,teeth,2022,December,Wednesday,short
5046,2024-08-14,vampire,48,village,assault,axe,dusk,blood,2024,August,Wednesday,medium
7579,2020-07-24,werewolf,76,village,assault,knife,night,blood,2020,July,Friday,long
7958,2020-09-18,vampire,19,village,assault,brute force,night,cloak,2020,September,Friday,short
5145,2023-10-29,werewolf,6,village,assault,knife,dawn,potions,2023,October,Sunday,short
7002,2020-12-26,witch,9,village,kidnapping,axe,dawn,potions,2020,December,Saturday,short
9714,2021-05-10,witch,29,village,arson,pistol,dawn,teeth,2021,May,Monday,short
2830,2023-02-14,skeleton,75,castle,vandalism,axe,night,bones,2023,February,Tuesday,long
592,2020-09-20,vampire,94,castle,murder,knife,dawn,blood,2020,September,Sunday,very long
3303,2021-09-06,ghost,28,castle,nightly disturbance,knife,night,potions,2021,September,Monday,short
3972,2020-04-25,ghost,85,castle,theft,knife,night,potions,2020,April,Saturday,long
1275,2020-07-10,vampire,98,castle,nightly disturbance,unknown,night,blood,2020,July,Friday,very long
6268,2022-09-02,skeleton,18,mountain,arson,knife,day,bones,2022,September,Friday,short
315,2022-06-24,vampire,20,castle,assault,axe,night,teeth,2022,June,Friday,short
7866,2022-02-21,skeleton,65,mountain,arson,knife,dusk,cloak,2022,February,Monday,long
6524,2023-12-28,skeleton,55,forest,assault,knife,day,bones,2023,December,Thursday,medium
6269,2021-01-28,skeleton,51,mountain,vandalism,pistol,dusk,cloak,2021,January,Thursday,medium
5942,2023-05-19,witch,40,swamp,arson,brute force,dusk,potions,2023,May,Friday,medium
4715,2023-08-28,ghost,98,castle,nightly disturbance,unknown,night,potions,2023,August,Monday,very long
4342,2022-12-23,vampire,80,village,nightly disturbance,knife,night,blood,2022,December,Friday,long
3822,2022-02-07,ghost,69,village,vandalism,axe,night,cloak,2022,February,Monday,long
1018,2022-05-28,skeleton,10,mountain,vandalism,brute force,day,cloak,2022,May,Saturday,short
8439,2023-09-02,witch,89,swamp,arson,knife,dusk,cloak,2023,September,Saturday,long
2212,2023-05-01,skeleton,38,castle,nightly disturbance,knife,night,bones,2023,May,Monday,medium
3660,2024-09-13,witch,66,village,assault,axe,dusk,potions,2024,September,Friday,long
7110,2019-12-07,witch,4,swamp,arson,unknown,dawn,potions,2019,December,Saturday,short
4969,2022-01-14,vampire,52,mountain,nightly disturbance,knife,night,cloak,2022,January,Friday,medium
9770,2020-07-05,witch,12,village,arson,brute force,night,cloak,2020,July,Sunday,short
8027,2023-06-11,werewolf,30,mountain,assault,brute force,night,teeth,2023,June,Sunday,short
6187,2022-04-14,werewolf,6,mountain,assault,pistol,night,fur,2022,April,Thursday,short
4803,2021-11-29,witch,32,swamp,arson,knife,dusk,potions,2021,November,Monday,medium
5123,2024-10-10,zombie,9,swamp,kidnapping,brute force,dusk,potions,2024,October,Thursday,short
91,2021-05-21,werewolf,60,village,vandalism,brute force,night,blood,2021,May,Friday,medium
6034,2020-02-05,werewolf,80,forest,vandalism,unknown,night,fur,2020,February,Wednesday,long
6484,2022-03-13,zombie,59,forest,kidnapping,knife,day,potions,2022,March,Sunday,medium
8728,2020-06-09,vampire,94,castle,assault,unknown,night,cloak,2020,June,Tuesday,very long
8779,2022-01-12,vampire,51,village,assault,knife,dusk,teeth,2022,January,Wednesday,medium
2142,2019-12-11,skeleton,27,mountain,assault,knife,night,bones,2019,December,Wednesday,short
2969,2022-08-13,vampire,14,village,assault,brute force,night,cloak,2022,August,Saturday,short
6912,2023-03-25,witch,1,swamp,kidnapping,brute force,dawn,bones,2023,March,Saturday,short
993,2020-07-03,witch,77,village,kidnapping,axe,dusk,teeth,2020,July,Friday,long
7331,2024-03-01,vampire,59,village,assault,knife,night,blood,2024,March,Friday,medium
10086,2020-10-21,ghost,9,castle,nightly disturbance,unknown,night,potions,2020,October,Wednesday,short
2957,2023-01-25,zombie,15,swamp,assault,axe,night,potions,2023,January,Wednesday,short
6122,2020-10-21,werewolf,95,forest,vandalism,axe,dusk,fur,2020,October,Wednesday,very long
3249,2020-12-11,skeleton,88,mountain,vandalism,brute force,day,bones,2020,December,Friday,long
6513,2021-11-02,werewolf,97,forest,assault,axe,dusk,blood,2021,November,Tuesday,very long
6848,2023-08-05,skeleton,98,swamp,vandalism,brute force,day,bones,2023,August,Saturday,very long
7109,2023-05-27,zombie,11,mountain,kidnapping,axe,dusk,potions,2023,May,Saturday,short
5722,2021-01-25,witch,50,village,arson,unknown,day,cloak,2021,January,Monday,medium
635,2023-01-31,witch,96,swamp,kidnapping,knife,day,bones,2023,January,Tuesday,very long
8085,2023-04-21,ghost,12,castle,nightly disturbance,knife,night,cloak,2023,April,Friday,short
5175,2020-05-22,witch,18,village,arson,brute force,day,teeth,2020,May,Friday,short
4812,2024-02-25,skeleton,70,castle,nightly disturbance,pistol,night,bones,2024,February,Sunday,long
8225,2024-07-25,zombie,96,mountain,kidnapping,unknown,dawn,blood,2024,July,Thursday,very long
9691,2020-08-22,witch,25,village,kidnapping,knife,night,teeth,2020,August,Saturday,short
