Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
3811,Vampire,No,656.0,F,171.0,28.0,7.0,silver,pesto pasta
2976,Werewolf,Yes,86.0,M,169.0,42.0,6.0,garlic,humans
10096,Skeleton,Yes,2220.0,M,169.0,26.0,1.0,silver,pesto pasta
5805,Witch,No,298.0,M,199.0,19.0,2.0,pumpkin,rats
7915,Werewolf,No,77.0,F,154.0,77.0,2.0,cat hair,lasagna
5174,Vampire,No,469.0,F,194.0,45.0,8.0,silver,pesto pasta
7962,Zombie,No,39.0,M,165.0,12.0,4.0,pumpkin,lasagna
684,Werewolf,Yes,121.0,M,191.0,37.0,6.0,cat hair,lasagna
6133,Zombie,No,79.0,F,161.0,15.0,4.0,cat hair,pesto pasta
7807,Witch,Yes,439.0,F,171.0,25.0,2.0,silver,humans
3089,Vampire,yes,377.0,F,175.0,50.0,6.0,sunlight,brain
4099,Skeleton,Yes,982.0,M,162.0,3.0,6.0,silver,humans
8158,Werewolf,Yes,119.0,M,157.0,39.0,8.0,silver,brain
634,Witch,No,363.0,M,191.0,15.0,2.0,hazelnut,humans
5788,Werewolf,No,75.0,M,170.0,67.0,5.0,cat hair,brain
3152,Skeleton,No,352.0,M,177.0,28.0,7.0,silver,pesto pasta
3490,Zombie,No,60.0,M,168.0,15.0,5.0,sunlight,humans
7783,Skeleton,No,2188.0,M,159.0,23.0,6.0,garlic,brain
5471,Zombie,No,1.0,M,193.0,21.0,2.0,silver,brain
714,Witch,Yes,405.0,F,185.0,20.0,1.0,pumpkin,lasagna
8681,Ghost,No,1.0,M,198.0,46.0,3.0,pumpkin,pesto pasta
1947,Vampire,Yes,460.0,M,196.0,47.0,5.0,garlic,humans
756,Ghost,No,916.0,M,186.0,85.0,3.0,sunlight,lasagna
4759,Ghost,No,2222.0,F,184.0,66.0,1.0,sunlight,humans
8398,Werewolf,No,169.0,M,154.0,84.0,6.0,silver,pesto pasta
2324,Ghost,Yes,301.0,F,192.0,75.0,5.0,sunlight,humans
9647,Werewolf,Yes,128.0,F,189.0,86.0,6.0,silver,pesto pasta
9728,Witch,No,552.0,M,185.0,26.0,1.0,hazelnut,brain
9234,Skeleton,Yes,1318.0,F,159.0,12.0,6.0,silver,lasagna
9448,Vampire,Yes,836.0,F,186.0,43.0,6.0,sunlight,rats
8074,Vampire,No,603.0,M,185.0,42.0,5.0,silver,rats
8245,Witch,No,482.0,M,181.0,19.0,1.0,pumpkin,lasagna
6438,Zombie,Yes,77.0,F,180.0,14.0,10.0,garlic,PESTO PASTA
9195,Ghost,No,88.0,F,190.0,25.0,2.0,cat hair,pesto pasta
5765,Vampire,Yes,539.0,F,188.0,44.0,8.0,sunlight,humans
2043,Vampire,No,631.0,M,169.0,31.0,7.0,garlic,humans
5557,Werewolf,Yes,107.0,F,170.0,54.0,7.0,silver,rats
5449,Zombie,No,55.0,M,153.0,19.0,6.0,garlic,rats
2221,vampire,No,310.0,M,174.0,54.0,6.0,silver,pesto pasta
2186,Zombie,No,104.0,F,182.0,13.0,7.0,garlic,humans
5365,Zombie,Yes,84.0,M,164.0,11.0,4.0,sunlight,rats
4443,Zombie,Yes,32.0,F,156.0,21.0,6.0,cat hair,humans
6292,Witch,Yes,392.0,M,158.0,10.0,4.0,hazelnut,pesto pasta
9635,Skeleton,Yes,649.0,M,190.0,21.0,7.0,silver,lasagna
4822,Zombie,No,41.0,F,154.0,8.0,3.0,pumpkin,pesto pasta
1539,Ghost,No,1319.0,M,171.0,70.0,3.0,sunlight,humans
6332,Skeleton,Yes,660.0,F,174.0,18.0,6.0,silver,pesto pasta
9734,Werewolf,Yes,151.0,f,164.0,50.0,3.0,cat hair,pesto pasta
6481,Werewolf,Yes,118.0,M,169.0,100.0,3.0,silver,pesto pasta
1726,Werewolf,No,62.0,M,169.0,44.0,6.0,hazelnut,rats
1989,Werewolf,No,60.0,M,155.0,96.0,8.0,silver,humans
7379,Werewolf,No,145.0,F,185.0,72.0,7.0,silver,pesto pasta
9804,Witch,No,526.0,F,186.0,16.0,9.0,hazelnut,brain
7207,Zombie,No,69.0,M,157.0,16.0,7.0,garlic,brain
2552,Werewolf,Yes,64.0,F,179.0,58.0,7.0,hazelnut,humans
4731,Werewolf,No,53.0,M,171.0,87.0,7.0,silver,pesto pasta
6617,Skeleton,Yes,1478.0,M,199.0,9.0,6.0,silver,lasagna
887,Witch,Yes,394.0,M,173.0,29.0,4.0,hazelnut,pesto pasta
5141,Witch,No,380.0,M,174.0,23.0,2.0,pumpkin,humans
3381,Witch,Yes,271.0,M,176.0,24.0,3.0,silver,brain
2276,Ghost,No,515.0,M,197.0,57.0,8.0,sunlight,pesto pasta
582,Vampire,No,349.0,M,156.0,38.0,6.0,sunlight,humans
9726,Skeleton,Yes,995.0,F,171.0,45.0,8.0,hazelnut,pesto pasta
2107,Ghost,No,2299.0,F,198.0,39.0,10.0,pumpkin,rats
8516,Zombie,No,91.0,F,175.0,15.0,5.0,sunlight,rats
3318,Witch,Yes,295.0,F,182.0,16.0,2.0,pumpkin,pesto pasta
1114,Werewolf,Yes,41.0,M,165.0,62.0,9.0,cat hair,pesto pasta
1377,Werewolf,No,139.0,F,168.0,59.0,1.0,silver,brain
8336,Ghost,No,1001.0,F,191.0,62.0,1.0,pumpkin,pesto pasta
7135,Vampire,No,774.0,M,160.0,39.0,5.0,silver,rats
5104,Vampire,Yes,199.0,M,198.0,24.0,5.0,sunlight,humans
2898,Zombie,No,6.0,M,186.0,15.0,8.0,sunlight,humans
306,Werewolf,Yes,121.0,M,196.0,79.0,2.0,silver,rats
3854,Vampire,Yes,334.0,F,164.0,26.0,6.0,silver,pesto pasta
6810,Witch,Yes,252.0,M,167.0,25.0,5.0,pumpkin,rats
8306,Vampire,Yes,445.0,F,177.0,28.0,8.0,silver,lasagna
4941,Vampire,Yes,354.0,F,152.0,37.0,7.0,silver,pesto pasta
7519,Skeleton,No,1735.0,M,177.0,18.0,1.0,silver,rats
2345,Werewolf,No,154.0,F,191.0,94.0,9.0,silver,rats
9541,Skeleton,Yes,2268.0,M,184.0,36.0,5.0,silver,pesto pasta
925,Vampire,No,260.0,F,159.0,44.0,8.0,silver,pesto pasta
6136,Ghost,No,2217.0,M,181.0,18.0,6.0,sunlight,pesto pasta
1305,Werewolf,No,119.0,F,195.0,33.0,7.0,silver,humans
4595,Zombie,Yes,61.0,F,184.0,12.0,5.0,sunlight,pesto pasta
3577,Witch,No,518.0,M,151.0,17.0,1.0,hazelnut,pesto pasta
6064,Skeleton,No,1.0,F,194.0,25.0,10.0,silver,rats
7011,Witch,No,446.0,F,195.0,22.0,5.0,pumpkin,lasagna
5900,Skeleton,Yes,973.0,F,166.0,13.0,9.0,hazelnut,pesto pasta
7686,Werewolf,Yes,73.0,F,161.0,94.0,5.0,silver,pesto pasta
5494,Werewolf,Yes,69.0,F,151.0,79.0,5.0,SILVER,brain
4323,Ghost,No,817.0,F,188.0,47.0,2.0,sunlight,pesto pasta
809,Zombie,Yes,21.0,M,156.0,18.0,4.0,sunlight,rats
4388,Witch,Yes,352.0,F,156.0,16.0,3.0,hazelnut,lasagna
2531,Werewolf,Yes,64.0,F,152.0,63.0,7.0,silver,humans
6203,Ghost,Yes,1901.0,M,160.0,41.0,10.0,pumpkin,brain
9830,Skeleton,Yes,262.0,M,166.0,35.0,1.0,silver,pesto pasta
7538,Ghost,Yes,2729.0,F,194.0,39.0,8.0,sunlight,HUMANS
2075,Ghost,Yes,1730.0,M,166.0,30.0,3.0,silver,rats
7825,Werewolf,Yes,190.0,M,179.0,52.0,7.0,silver,humans
1313,Werewolf,No,128.0,M,177.0,90.0,7.0,silver,rats
5479,Skeleton,Yes,1403.0,M,181.0,40.0,9.0,silver,brain
2245,Vampire,No,735.0,M,183.0,32.0,6.0,silver,lasagna
6097,Werewolf,Yes,89.0,M,168.0,90.0,7.0,silver,humans
4917,Zombie,No,157.0,F,170.0,13.0,6.0,cat hair,brain
3011,Witch,Yes,312.0,M,162.0,29.0,5.0,pumpkin,rats
420,Ghost,No,1164.0,F,192.0,58.0,10.0,garlic,lasagna
8177,Zombie,Yes,53.0,F,192.0,16.0,3.0,pumpkin,pesto pasta
2841,Witch,No,320.0,M,152.0,25.0,4.0,hazelnut,rats
1673,Werewolf,No,121.0,M,179.0,100.0,6.0,silver,pesto pasta
8078,Skeleton,Yes,1196.0,F,189.0,47.0,2.0,garlic,rats
5040,Skeleton,yes,1525.0,F,191.0,28.0,10.0,silver,humans
3718,Werewolf,Yes,64.0,F,154.0,80.0,6.0,cat hair,pesto pasta
3871,Ghost,No,2713.0,M,188.0,55.0,8.0,hazelnut,humans
35,Zombie,Yes,179.0,M,158.0,20.0,1.0,cat hair,humans
2595,Werewolf,Yes,49.0,F,156.0,100.0,3.0,hazelnut,rats
6110,Skeleton,Yes,1576.0,M,190.0,64.0,8.0,silver,humans
9392,Werewolf,Yes,84.0,F,178.0,77.0,6.0,garlic,brain
5355,Vampire,No,377.0,F,157.0,47.0,7.0,silver,lasagna
2086,Werewolf,No,125.0,F,167.0,77.0,5.0,hazelnut,rats
5612,Skeleton,No,78.0,F,170.0,19.0,8.0,garlic,humans
9489,Skeleton,Yes,1728.0,F,174.0,11.0,1.0,silver,brain
7829,Vampire,No,483.0,F,157.0,26.0,4.0,silver,pesto pasta
863,Werewolf,Yes,123.0,M,161.0,94.0,3.0,cat hair,brain
7536,Vampire,Yes,240.0,M,191.0,51.0,6.0,silver,rats
4739,Zombie,Yes,60.0,F,193.0,11.0,4.0,cat hair,pesto pasta
3004,Ghost,Yes,1404.0,M,178.0,17.0,1.0,hazelnut,brain
5389,Ghost,No,1057.0,F,168.0,40.0,2.0,pumpkin,brain
1912,werewolf,No,1.0,M,170.0,70.0,8.0,cat hair,humans
3075,Vampire,No,721.0,F,194.0,45.0,6.0,garlic,rats
4565,Ghost,Yes,3168.0,F,185.0,61.0,6.0,pumpkin,lasagna
9974,Ghost,Yes,3681.0,M,171.0,61.0,4.0,sunlight,rats
586,Vampire,Yes,445.0,M,188.0,42.0,8.0,garlic,pesto pasta
7533,Witch,No,521.0,M,172.0,17.0,6.0,hazelnut,humans
349,Witch,No,357.0,F,188.0,17.0,3.0,Hazelnut,humans
9810,zombie,No,61.0,F,189.0,17.0,2.0,garlic,pesto pasta
7307,Vampire,Yes,689.0,F,196.0,41.0,6.0,sunlight,humans
10081,Zombie,No,91.0,F,192.0,16.0,4.0,cat hair,humans
2285,Skeleton,Yes,251.0,F,167.0,7.0,5.0,garlic,rats
9435,Witch,Yes,442.0,M,165.0,21.0,3.0,hazelnut,pesto pasta
3288,Skeleton,No,385.0,M,192.0,32.0,3.0,silver,pesto pasta
8720,Werewolf,Yes,66.0,M,190.0,40.0,7.0,silver,brain
3244,Skeleton,Yes,1128.0,M,166.0,19.0,6.0,silver,pesto pasta
6150,Skeleton,No,1691.0,F,184.0,37.0,4.0,silver,pesto pasta
1363,Werewolf,Yes,186.0,M,183.0,48.0,6.0,hazelnut,pesto pasta
7087,Zombie,No,121.0,M,169.0,16.0,6.0,garlic,pesto pasta
781,VAMPIRE,Yes,751.0,F,179.0,34.0,7.0,garlic,rats
4078,Vampire,No,729.0,F,176.0,36.0,7.0,sunlight,humans
9484,Zombie,Yes,69.0,M,160.0,11.0,1.0,garlic,humans
3047,Skeleton,No,1319.0,F,196.0,29.0,4.0,hazelnut,rats
4111,Vampire,Yes,324.0,F,159.0,35.0,6.0,silver,brain
7059,Zombie,Yes,15.0,F,151.0,20.0,4.0,garlic,rats
7121,Witch,No,338.0,M,155.0,16.0,8.0,pumpkin,lasagna
7671,Ghost,Yes,815.0,F,180.0,61.0,8.0,sunlight,lasagna
9028,Zombie,Yes,156.0,M,154.0,7.0,4.0,cat hair,PESTO PASTA
5572,Witch,No,487.0,F,198.0,27.0,1.0,hazelnut,humans
3043,Vampire,Yes,666.0,M,190.0,38.0,6.0,sunlight,brain
8422,Ghost,Yes,2604.0,F,185.0,78.0,10.0,sunlight,lasagna
511,Skeleton,Yes,1247.0,M,161.0,34.0,3.0,silver,rats
5558,Ghost,No,1031.0,F,165.0,58.0,1.0,sunlight,pesto pasta
8876,Zombie,No,69.0,M,152.0,16.0,3.0,Cat hair,pesto pasta
1658,Zombie,No,85.0,M,165.0,17.0,2.0,cat hair,humans
113,Witch,Yes,107.0,F,167.0,15.0,7.0,hazelnut,pesto pasta
2334,Werewolf,Yes,108.0,M,165.0,85.0,7.0,hazelnut,humans
1399,Skeleton,Yes,646.0,F,161.0,11.0,9.0,silver,lasagna
7021,Ghost,No,2791.0,M,197.0,59.0,2.0,pumpkin,lasagna
5738,Werewolf,No,88.0,M,153.0,47.0,7.0,garlic,lasagna
5100,Witch,Yes,360.0,F,199.0,17.0,8.0,hazelnut,pesto pasta
3538,Skeleton,No,365.0,F,193.0,16.0,10.0,silver,lasagna
722,Vampire,No,466.0,F,187.0,47.0,2.0,sunlight,rats
1969,Vampire,No,395.0,F,188.0,19.0,7.0,sunlight,humans
3684,Skeleton,Yes,1614.0,F,186.0,26.0,2.0,cat hair,rats
3189,Witch,Yes,334.0,F,175.0,18.0,1.0,hazelnut,brain
1651,werewolf,Yes,88.0,M,197.0,68.0,7.0,cat hair,rats
8950,Witch,No,463.0,F,199.0,28.0,3.0,garlic,brain
6325,Werewolf,Yes,57.0,M,187.0,62.0,6.0,silver,humans
10100,Zombie,Yes,114.0,F,167.0,15.0,8.0,pumpkin,lasagna
2036,Skeleton,Yes,623.0,M,158.0,7.0,6.0,silver,rats
4596,Witch,Yes,162.0,M,180.0,16.0,6.0,pumpkin,rats
4559,Skeleton,No,525.0,M,171.0,29.0,7.0,pumpkin,pesto pasta
1634,Witch,Yes,446.0,M,188.0,12.0,5.0,silver,lasagna
3743,Vampire,Yes,221.0,M,184.0,33.0,6.0,silver,brain
8762,Zombie,No,132.0,M,159.0,14.0,6.0,garlic,lasagna
2613,Ghost,Yes,2548.0,F,167.0,58.0,1.0,cat hair,rats
1172,Werewolf,Yes,51.0,M,173.0,74.0,6.0,garlic,lasagna
8383,Witch,No,264.0,M,151.0,15.0,5.0,hazelnut,lasagna
7953,Vampire,Yes,498.0,M,150.0,39.0,7.0,garlic,pesto pasta
7126,Werewolf,Yes,118.0,F,150.0,58.0,6.0,cat hair,pesto pasta
3248,Skeleton,No,449.0,F,190.0,13.0,9.0,pumpkin,pesto pasta
21,Ghost,Yes,2851.0,M,170.0,12.0,8.0,cat hair,humans
3098,Witch,No,294.0,M,171.0,22.0,4.0,garlic,lasagna
8996,Vampire,No,506.0,F,178.0,40.0,6.0,silver,rats
4547,Skeleton,Yes,780.0,F,155.0,29.0,8.0,silver,pesto pasta
144,Ghost,Yes,1806.0,F,188.0,19.0,8.0,sunlight,lasagna
9308,Vampire,Yes,288.0,M,184.0,47.0,4.0,sunlight,brain
7386,Vampire,No,387.0,M,157.0,44.0,4.0,sunlight,brain
3865,Zombie,No,151.0,M,179.0,26.0,5.0,cat hair,pesto pasta
7182,Zombie,No,61.0,F,155.0,18.0,5.0,sunlight,rats
5230,Skeleton,Yes,85.0,M,190.0,25.0,2.0,silver,rats
8902,Ghost,Yes,1096.0,F,184.0,100.0,3.0,sunlight,rats
6482,Vampire,Yes,477.0,M,165.0,56.0,7.0,sunlight,pesto pasta
1194,Zombie,No,112.0,F,174.0,13.0,5.0,sunlight,humans
2126,Skeleton,Yes,2056.0,F,150.0,6.0,3.0,silver,brain
602,Skeleton,Yes,530.0,M,161.0,22.0,8.0,silver,brain
5530,Skeleton,No,663.0,M,196.0,57.0,9.0,silver,lasagna
952,Skeleton,No,1592.0,M,159.0,11.0,5.0,silver,lasagna
9835,Vampire,Yes,608.0,M,153.0,41.0,6.0,silver,rats
8863,Werewolf,Yes,110.0,M,172.0,62.0,4.0,silver,lasagna
5151,Ghost,Yes,285.0,F,168.0,55.0,2.0,silver,brain
25,Zombie,Yes,44.0,F,151.0,11.0,4.0,sunlight,brain
2772,Skeleton,No,634.0,F,173.0,35.0,7.0,garlic,rats
8979,Zombie,No,1.0,F,191.0,15.0,3.0,garlic,humans
5615,Werewolf,No,156.0,M,182.0,77.0,7.0,silver,brain
7128,Skeleton,Yes,1195.0,F,181.0,46.0,6.0,silver,lasagna
9990,Ghost,Yes,970.0,M,194.0,67.0,10.0,garlic,humans
3944,Werewolf,No,28.0,M,176.0,57.0,7.0,silver,lasagna
5454,Witch,Yes,336.0,M,185.0,19.0,4.0,hazelnut,rats
2679,Skeleton,Yes,972.0,M,157.0,24.0,1.0,garlic,lasagna
9836,Witch,Yes,388.0,M,163.0,15.0,9.0,GARLIC,humans
953,Ghost,Yes,2170.0,F,195.0,70.0,3.0,sunlight,humans
6228,Zombie,Yes,34.0,F,171.0,8.0,1.0,garlic,brain
6782,Witch,Yes,219.0,M,193.0,24.0,5.0,hazelnut,brain
9849,Witch,Yes,509.0,F,193.0,22.0,1.0,hazelnut,humans
4975,Vampire,Yes,898.0,F,189.0,39.0,7.0,silver,brain
5659,Werewolf,Yes,151.0,F,154.0,55.0,9.0,silver,rats
3291,Skeleton,No,1003.0,M,168.0,25.0,7.0,silver,PESTO PASTA
9840,Skeleton,No,2320.0,F,184.0,45.0,1.0,cat hair,rats
8509,Werewolf,No,80.0,F,181.0,86.0,8.0,garlic,Lasagna
3642,Zombie,Yes,95.0,F,155.0,17.0,9.0,sunlight,pesto pasta
6902,Skeleton,No,1475.0,M,164.0,11.0,7.0,garlic,lasagna
8037,Witch,Yes,479.0,M,156.0,22.0,2.0,hazelnut,humans
8938,Witch,Yes,429.0,M,159.0,15.0,5.0,hazelnut,rats
7523,Ghost,Yes,3183.0,F,172.0,34.0,5.0,sunlight,brain
8790,Skeleton,No,650.0,F,158.0,14.0,8.0,garlic,rats
2105,Zombie,No,255.0,F,170.0,16.0,7.0,sunlight,humans
4119,Ghost,No,452.0,M,158.0,90.0,9.0,sunlight,pesto pasta
2500,Vampire,Yes,746.0,M,170.0,26.0,4.0,silver,rats
4505,Vampire,Yes,369.0,M,190.0,39.0,5.0,sunlight,pesto pasta
68,Skeleton,No,1191.0,M,192.0,27.0,4.0,Silver,brain
2946,Vampire,No,614.0,M,181.0,38.0,3.0,garlic,brain
3161,Werewolf,Yes,115.0,M,185.0,48.0,2.0,silver,rats
8555,Vampire,Yes,543.0,F,198.0,16.0,7.0,garlic,pesto pasta
4404,Zombie,Yes,123.0,M,162.0,5.0,4.0,sunlight,brain
269,Zombie,No,104.0,M,171.0,10.0,5.0,pumpkin,humans
3981,Werewolf,No,66.0,f,164.0,89.0,6.0,silver,humans
5941,WEREWOLF,No,121.0,F,195.0,76.0,7.0,hazelnut,humans
7280,werewolf,No,185.0,M,197.0,71.0,9.0,hazelnut,pesto pasta
56,Ghost,Yes,538.0,F,165.0,1.0,3.0,sunlight,humans
1261,Ghost,Yes,866.0,M,162.0,64.0,8.0,sunlight,humans
8253,Vampire,Yes,448.0,F,191.0,49.0,6.0,garlic,humans
5584,Zombie,No,129.0,M,186.0,23.0,7.0,cat hair,brain
9750,Witch,Yes,478.0,F,199.0,19.0,5.0,hazelnut,lasagna
8429,Witch,No,495.0,M,176.0,17.0,9.0,garlic,lasagna
9104,Vampire,Yes,460.0,M,179.0,46.0,2.0,garlic,pesto pasta
4130,Witch,Yes,327.0,F,174.0,10.0,3.0,hazelnut,lasagna
8421,Ghost,No,1825.0,F,190.0,43.0,3.0,pumpkin,pesto pasta
8689,Skeleton,Yes,1849.0,M,154.0,36.0,6.0,silver,humans
5134,Skeleton,No,1213.0,F,181.0,22.0,1.0,hazelnut,lasagna
1047,Vampire,No,202.0,M,153.0,40.0,6.0,silver,humans
5766,Zombie,No,139.0,M,158.0,9.0,5.0,garlic,humans
2737,Witch,No,85.0,F,174.0,12.0,3.0,hazelnut,lasagna
707,Ghost,No,2306.0,F,155.0,19.0,9.0,cat hair,brain
4136,Werewolf,No,31.0,M,182.0,36.0,6.0,silver,pesto pasta
7180,Zombie,No,162.0,M,194.0,9.0,5.0,garlic,brain
5999,Ghost,Yes,1787.0,M,152.0,51.0,1.0,sunlight,lasagna
4080,Zombie,Yes,106.0,F,191.0,17.0,6.0,cat hair,pesto pasta
9142,Witch,No,527.0,F,179.0,17.0,3.0,pumpkin,pesto pasta
9241,Werewolf,No,33.0,M,165.0,81.0,7.0,silver,lasagna
635,Witch,No,423.0,M,195.0,20.0,2.0,hazelnut,humans
3973,Witch,No,649.0,F,198.0,21.0,1.0,silver,lasagna
6452,Werewolf,No,77.0,F,193.0,59.0,4.0,sunlight,humans
8400,Vampire,No,936.0,M,160.0,39.0,4.0,garlic,rats
366,Ghost,Yes,1638.0,M,181.0,2.0,8.0,hazelnut,pesto pasta
4634,Werewolf,No,62.0,F,194.0,76.0,7.0,silver,brain
9848,Skeleton,Yes,910.0,M,187.0,14.0,2.0,silver,rats
4175,Zombie,Yes,90.0,M,165.0,12.0,8.0,cat hair,lasagna
5979,Witch,Yes,434.0,M,155.0,16.0,7.0,pumpkin,brain
4421,Witch,No,492.0,M,196.0,20.0,7.0,hazelnut,brain
3653,Skeleton,No,1486.0,F,160.0,11.0,5.0,silver,humans
4645,Zombie,No,24.0,F,197.0,8.0,3.0,cat hair,humans
9067,Skeleton,Yes,490.0,F,175.0,8.0,6.0,silver,lasagna
2318,Werewolf,No,41.0,F,182.0,79.0,6.0,silver,pesto pasta
6474,Witch,Yes,246.0,F,190.0,26.0,2.0,hazelnut,pesto pasta
2655,werewolf,Yes,20.0,F,199.0,40.0,7.0,cat hair,lasagna
2923,Zombie,No,179.0,F,195.0,26.0,5.0,Pumpkin,humans
4698,Werewolf,Yes,84.0,F,168.0,71.0,7.0,hazelnut,lasagna
6548,Skeleton,No,1571.0,F,155.0,20.0,5.0,garlic,Brain
769,Werewolf,No,77.0,M,166.0,75.0,3.0,cat hair,lasagna
8559,Werewolf,No,219.0,M,196.0,100.0,7.0,silver,pesto pasta
1241,Skeleton,No,690.0,M,166.0,25.0,2.0,cat hair,rats
2028,Zombie,Yes,116.0,F,199.0,12.0,6.0,Sunlight,pesto pasta
7340,Vampire,No,167.0,F,160.0,51.0,1.0,garlic,humans
1292,Ghost,No,3451.0,F,198.0,51.0,10.0,garlic,lasagna
331,Zombie,No,172.0,F,195.0,16.0,5.0,silver,lasagna
691,Ghost,No,1891.0,F,183.0,86.0,1.0,sunlight,lasagna
8860,Vampire,Yes,199.0,F,197.0,53.0,6.0,garlic,brain
4854,Zombie,No,33.0,M,197.0,15.0,4.0,garlic,lasagna
3361,Zombie,Yes,88.0,M,173.0,10.0,9.0,cat hair,humans
2603,Vampire,Yes,428.0,M,186.0,15.0,6.0,sunlight,humans
738,Werewolf,No,88.0,M,167.0,81.0,6.0,hazelnut,brain
121,Werewolf,No,96.0,M,163.0,73.0,5.0,silver,lasagna
9252,Werewolf,Yes,167.0,M,157.0,66.0,3.0,cat hair,lasagna
6890,Werewolf,No,147.0,M,189.0,74.0,7.0,silver,humans
8905,Werewolf,Yes,12.0,F,194.0,45.0,7.0,cat hair,rats
5486,Ghost,Yes,1005.0,F,159.0,68.0,10.0,sunlight,Lasagna
7312,Werewolf,Yes,113.0,M,194.0,88.0,5.0,sunlight,humans
1524,Werewolf,No,159.0,M,186.0,100.0,4.0,hazelnut,brain
1650,Witch,Yes,514.0,M,178.0,17.0,1.0,hazelnut,lasagna
3878,Zombie,Yes,69.0,M,196.0,15.0,5.0,cat hair,humans
5556,Vampire,No,428.0,M,160.0,32.0,1.0,garlic,humans
1876,Ghost,Yes,2798.0,M,162.0,65.0,4.0,sunlight,pesto pasta
2815,Zombie,Yes,106.0,F,153.0,18.0,4.0,cat hair,humans
4776,Vampire,Yes,274.0,F,175.0,36.0,4.0,garlic,lasagna
2462,Ghost,Yes,2325.0,F,167.0,57.0,9.0,sunlight,pesto pasta
3544,Witch,Yes,308.0,M,152.0,8.0,5.0,HAZELNUT,pesto pasta
4247,Zombie,Yes,73.0,F,179.0,10.0,3.0,pumpkin,brain
393,Zombie,No,93.0,F,185.0,6.0,4.0,sunlight,pesto pasta
8998,Witch,No,315.0,M,173.0,8.0,2.0,hazelnut,lasagna
3799,Werewolf,Yes,72.0,M,193.0,55.0,6.0,cat hair,lasagna
6560,Vampire,No,437.0,M,196.0,33.0,8.0,silver,rats
202,Skeleton,No,535.0,M,178.0,19.0,10.0,silver,pesto pasta
7959,Zombie,Yes,91.0,M,199.0,19.0,1.0,cat hair,brain
6529,Ghost,Yes,1.0,F,192.0,85.0,7.0,sunlight,humans
9580,Skeleton,No,1332.0,M,188.0,27.0,1.0,cat hair,rats
9030,Werewolf,Yes,82.0,F,168.0,100.0,3.0,hazelnut,brain
6066,skeleton,No,267.0,F,154.0,29.0,9.0,silver,lasagna
9248,Witch,Yes,286.0,M,179.0,24.0,2.0,hazelnut,pesto pasta
7119,Ghost,No,2307.0,F,156.0,31.0,10.0,cat hair,brain
2200,Vampire,Yes,557.0,M,193.0,29.0,5.0,silver,pesto pasta
725,Zombie,No,211.0,M,162.0,15.0,4.0,cat hair,rats
4286,Werewolf,Yes,52.0,M,185.0,45.0,9.0,hazelnut,humans
261,Vampire,No,478.0,F,194.0,51.0,5.0,garlic,pesto pasta
1966,Zombie,No,39.0,M,150.0,16.0,4.0,garlic,humans
3773,Skeleton,No,1.0,F,169.0,10.0,8.0,silver,pesto pasta
1793,Skeleton,No,1824.0,F,174.0,20.0,6.0,silver,pesto pasta
2124,Ghost,Yes,879.0,M,165.0,77.0,7.0,sunlight,pesto pasta
8211,Witch,Yes,427.0,F,158.0,18.0,5.0,pumpkin,rats
76,Ghost,No,1.0,F,153.0,50.0,5.0,silver,pesto pasta
3788,Zombie,No,55.0,F,183.0,17.0,4.0,garlic,Pesto pasta
7254,Witch,Yes,317.0,F,174.0,14.0,1.0,hazelnut,pesto pasta
8362,Zombie,Yes,68.0,F,177.0,23.0,5.0,sunlight,rats
3790,Witch,Yes,273.0,M,155.0,19.0,3.0,hazelnut,pesto pasta
1083,Werewolf,No,138.0,M,180.0,68.0,6.0,silver,humans
3326,Skeleton,Yes,400.0,F,156.0,12.0,5.0,silver,lasagna
10074,Vampire,Yes,332.0,F,185.0,55.0,5.0,silver,lasagna
489,Ghost,Yes,2042.0,M,164.0,54.0,9.0,sunlight,lasagna
389,Vampire,Yes,417.0,M,189.0,40.0,8.0,silver,rats
7441,Werewolf,Yes,77.0,F,198.0,64.0,6.0,silver,Humans
5550,Werewolf,No,77.0,M,181.0,85.0,6.0,silver,brain
1953,Zombie,No,63.0,F,156.0,22.0,2.0,pumpkin,pesto pasta
6222,Zombie,Yes,1.0,M,178.0,9.0,5.0,cat hair,humans
5095,Vampire,No,767.0,F,160.0,37.0,6.0,sunlight,lasagna
9045,Skeleton,No,1443.0,F,194.0,21.0,3.0,garlic,rats
3006,Zombie,Yes,84.0,F,195.0,14.0,5.0,cat hair,pesto pasta
4415,Vampire,No,230.0,F,188.0,37.0,7.0,garlic,humans
7054,Zombie,Yes,132.0,M,163.0,13.0,4.0,sunlight,lasagna
2055,Witch,Yes,563.0,M,189.0,10.0,3.0,hazelnut,brain
313,Vampire,Yes,481.0,M,196.0,40.0,9.0,sunlight,brain
1010,Zombie,Yes,160.0,M,170.0,22.0,4.0,cat hair,pesto pasta
4755,Zombie,Yes,101.0,F,193.0,26.0,8.0,garlic,humans
3294,Witch,Yes,352.0,F,195.0,22.0,2.0,pumpkin,humans
106,Skeleton,Yes,1661.0,F,166.0,46.0,8.0,silver,lasagna
3286,Werewolf,No,127.0,M,198.0,98.0,6.0,silver,brain
5329,Witch,No,431.0,M,173.0,15.0,2.0,hazelnut,humans
2074,Ghost,Yes,1679.0,F,191.0,96.0,10.0,pumpkin,pesto pasta
