Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
3761,2023-07-29,Skeleton,39.0,castle,assault,axe,dawn,bones
9968,2023-12-25,Werewolf,62.0,mountain,vandalism,axe,night,bones
528,2020-09-24,Skeleton,11.0,castle,vandalism,knife,day,bones
8110,2021-08-19,Zombie,45.0,swamp,murder,axe,night,bones
4584,2023-10-10,Witch,14.0,swamp,arson,knife,dusk,bones
6847,2021-06-16,Vampire,23.0,mountain,assault,knife,dawn,blood
1842,2024-09-07,Witch,40.0,mountain,arson,N/A,dawn,cloak
4127,2022-11-16,Vampire,42.0,castle,assault,N/A,night,cloak
6210,2021-04-17,Werewolf,90.0,swamp,vandalism,knife,dusk,blood
8831,2020-08-21,Witch,87.0,village,arson,axe,day,cloak
9567,2021-10-02,Vampire,86.0,CASTLE,assault,knife,dawn,teeth
7817,2022-08-02,Werewolf,34.0,forest,assault,axe,night,fur
314,2024-03-23,Skeleton,80.0,mountain,vandalism,axe,day,bones
7796,2020-04-30,Ghost,21.0,forest,vandalism,knife,night,cloak
8306,2023-10-08,Vampire,40.0,castle,assault,N/A,night,teeth
8744,2024-02-13,Witch,75.0,village,kidnapping,knife,night,potions
3636,2020-05-06,Skeleton,5.0,mountain,nightly disturbance,N/A,night,bones
3659,2020-12-30,Witch,25.0,village,kidnapping,N/A,night,bones
3850,2022-08-18,Ghost,45.0,castle,nightly disturbance,knife,night,cloak
3486,2024-09-24,Werewolf,60.0,swamp,kidnapping,brute force,night,fur
4637,2021-10-18,Werewolf,11.0,forest,assault,pistol,night,blood
209,2020-10-29,Zombie,20.0,forest,kidnapping,knife,dusk,teeth
9938,2024-04-09,Witch,56.0,forest,arson,knife,day,fur
1147,2022-10-27,Ghost,10.0,village,vandalism,knife,dawn,potions
9477,2019-11-22,Werewolf,24.0,forest,assault,pistol,dusk,fur
2779,2024-04-11,Werewolf,89.0,village,assault,knife,night,potions
3650,2020-11-18,Skeleton,49.0,forest,nightly disturbance,N/A,night,bones
310,2023-01-11,Zombie,44.0,swamp,Murder,pistol,dawn,fur
1870,2022-05-12,Skeleton,75.0,mountain,assault,brute force,dusk,BONES
7745,2024-10-16,Vampire,61.0,castle,nightly disturbance,axe,night,blood
2011,2023-06-07,Werewolf,41.0,forest,assault,knife,dusk,potions
3275,2022-08-09,Vampire,63.0,mountain,assault,axe,night,blood
2829,2023-06-01,Ghost,14.0,castle,nightly disturbance,knife,night,potions
4561,2024-09-23,Vampire,48.0,forest,nightly disturbance,brute force,night,blood
5689,2023-05-23,skeleton,22.0,mountain,arson,knife,day,bones
9465,2022-12-10,Vampire,40.0,castle,assault,pistol,dawn,blood
3143,2022-07-05,Vampire,90.0,village,assault,pistol,night,blood
4986,2023-12-14,Witch,14.0,village,kidnapping,axe,dusk,bones
4100,2024-04-15,Witch,59.0,swamp,arson,axe,dusk,cloak
2010,2023-08-12,Zombie,60.0,swamp,kidnapping,pistol,night,potions
7228,2019-11-13,Vampire,55.0,castle,assault,axe,dusk,cloak
8964,2021-06-09,Vampire,84.0,forest,murder,pistol,dusk,teeth
6679,2022-04-29,Werewolf,43.0,village,nightly disturbance,N/A,night,fur
388,2023-12-04,Werewolf,27.0,mountain,assault,knife,night,teeth
5693,2021-03-08,Ghost,53.0,village,theft,brute force,night,cloak
4351,2024-07-15,Vampire,50.0,castle,assault,brute force,night,cloak
3423,2020-06-24,Witch,48.0,village,arson,N/A,day,cloak
3190,2021-12-15,Zombie,5.0,swamp,vandalism,Axe,night,Bones
10096,2023-05-06,Skeleton,97.0,forest,arson,knife,day,cloak
2757,2022-04-28,Witch,35.0,village,arson,brute force,day,potions
6399,2022-07-15,Ghost,24.0,castle,nightly disturbance,brute force,night,potions
9997,2023-02-21,Werewolf,60.0,forest,assault,axe,night,blood
8840,2024-02-20,Ghost,20.0,castle,vandalism,knife,night,potions
8387,2020-07-23,Vampire,99.0,village,murder,pistol,dusk,cloak
6098,2020-04-29,Werewolf,25.0,forest,nightly disturbance,N/A,night,fur
3871,2023-08-31,Ghost,95.0,mountain,nightly disturbance,brute force,night,potions
9007,2021-10-15,Ghost,36.0,castle,vandalism,knife,dawn,cloak
4823,2023-05-07,Ghost,69.0,village,vandalism,axe,night,cloak
4320,2023-09-19,Zombie,80.0,swamp,kidnapping,N/A,day,teeth
258,2021-04-24,Skeleton,58.0,mountain,assault,N/A,dusk,bones
7972,2024-10-20,Ghost,68.0,village,vandalism,axe,night,potions
9687,2023-10-14,Werewolf,39.0,swamp,assault,axe,dusk,fur
7359,2019-10-30,Werewolf,18.0,forest,assault,pistol,night,fur
283,2019-12-12,Ghost,72.0,mountain,nightly disturbance,pistol,night,potions
3287,2021-09-15,Witch,9.0,forest,arson,brute force,dawn,potions
2508,2021-06-11,Vampire,39.0,mountain,assault,brute force,dawn,blood
294,2021-02-09,Witch,15.0,swamp,arson,pistol,day,cloak
6148,2023-04-25,Zombie,87.0,swamp,murder,knife,night,blood
3107,2024-07-17,Werewolf,90.0,mountain,nightly disturbance,N/A,night,fur
8203,2022-05-26,Witch,31.0,swamp,arson,brute force,night,potions
7672,2023-05-15,Zombie,63.0,village,kidnapping,pistol,night,blood
6469,2021-10-20,Vampire,97.0,castle,nightly disturbance,N/A,night,cloak
5138,2023-05-13,Zombie,20.0,swamp,assault,knife,night,bones
7354,2023-08-10,Zombie,59.0,swamp,kidnapping,pistol,dawn,bones
9814,2024-05-20,Werewolf,69.0,mountain,assault,pistol,night,teeth
8488,2020-01-27,Ghost,34.0,forest,nightly disturbance,knife,night,cloak
6183,2022-07-14,Skeleton,9.0,mountain,nightly disturbance,N/A,night,cloak
7831,2021-12-03,Ghost,34.0,village,nightly disturbance,brute force,night,cloak
275,2022-04-14,Skeleton,96.0,swamp,nightly disturbance,N/A,night,bones
6069,2021-05-30,Werewolf,87.0,forest,assault,pistol,dusk,teeth
4616,2021-11-20,Vampire,71.0,castle,nightly disturbance,axe,night,blood
9207,2020-12-26,Skeleton,83.0,castle,assault,knife,day,bones
9901,2024-07-17,Witch,38.0,village,kidnapping,pistol,dusk,cloak
3003,2020-01-30,Werewolf,29.0,forest,assault,axe,night,fur
6255,2022-06-17,Ghost,62.0,castle,vandalism,pistol,night,potions
8858,2024-05-09,vampire,63.0,castle,nightly disturbance,axe,night,blood
4249,2019-11-08,Skeleton,97.0,swamp,nightly disturbance,N/A,night,bones
3253,2021-06-05,Zombie,32.0,village,murder,axe,night,potions
1406,2021-06-18,Witch,74.0,village,arson,N/A,dusk,bones
4016,2021-05-17,Witch,3.0,village,arson,N/A,day,fur
4360,2021-01-23,Werewolf,77.0,forest,assault,knife,dusk,bones
8036,2023-09-10,Vampire,68.0,village,assault,N/A,dusk,teeth
7416,2021-12-10,Werewolf,91.0,forest,assault,pistol,night,fur
7521,2020-07-18,Ghost,22.0,village,vandalism,N/A,dawn,cloak
84,2021-06-13,Zombie,10.0,swamp,assault,brute force,night,potions
882,2019-12-28,Witch,72.0,Swamp,arson,N/A,dusk,blood
9702,2022-10-19,Vampire,2.0,village,nightly disturbance,pistol,night,teeth
7710,2020-10-06,Zombie,26.0,forest,murder,knife,dawn,potions
4603,2022-03-12,Vampire,15.0,castle,assault,brute force,night,cloak
4546,2019-12-02,Skeleton,69.0,mountain,vandalism,N/A,day,bones
4694,2022-08-08,Vampire,63.0,castle,nightly disturbance,knife,night,blood
2061,2023-04-17,Ghost,97.0,village,nightly disturbance,knife,night,potions
9791,2020-04-02,Witch,16.0,village,arson,axe,day,cloak
6979,2022-04-30,Zombie,66.0,village,assault,pistol,dawn,teeth
2478,2021-09-15,Witch,26.0,swamp,arson,axe,night,bones
3994,2022-02-23,Skeleton,53.0,mountain,arson,N/A,day,bones
2357,2020-08-06,Werewolf,5.0,mountain,assault,N/A,night,teeth
9215,2024-05-02,Ghost,81.0,mountain,theft,N/A,night,cloak
7115,2024-06-07,Vampire,41.0,castle,Assault,brute force,dawn,cloak
5090,2020-07-06,Zombie,33.0,forest,kidnapping,brute force,day,potions
9457,2022-04-08,Vampire,92.0,castle,assault,N/A,night,blood
4793,2020-09-29,Werewolf,8.0,mountain,Nightly disturbance,pistol,night,bones
9460,2023-07-17,Vampire,36.0,mountain,nightly disturbance,brute force,night,cloak
9496,2023-09-23,Zombie,27.0,mountain,vandalism,knife,dawn,potions
6557,2021-02-02,Skeleton,4.0,mountain,nightly disturbance,pistol,night,bones
6704,2024-07-06,vampire,20.0,village,assault,brute force,night,cloak
7296,2022-11-30,Witch,95.0,swamp,arson,knife,dusk,potions
2429,2023-03-21,Skeleton,97.0,castle,nightly disturbance,knife,night,bones
5578,2024-09-09,Witch,62.0,village,arson,brute force,dusk,blood
1230,2022-02-12,Ghost,54.0,mountain,nightly disturbance,axe,night,cloak
8784,2020-10-30,Skeleton,10.0,swamp,assault,brute force,Day,cloak
6081,2020-12-16,Ghost,22.0,village,vandalism,N/A,dawn,potions
6935,2024-05-20,Zombie,16.0,mountain,kidnapping,pistol,night,potions
1076,2021-03-07,Witch,28.0,village,arson,brute force,dawn,potions
3825,2021-03-11,Witch,15.0,village,theft,brute force,dusk,cloak
4455,2024-01-13,Witch,96.0,village,arson,pistol,dawn,teeth
6929,2024-10-30,Vampire,54.0,forest,nightly disturbance,knife,night,cloak
6829,2023-04-15,Vampire,60.0,village,nightly disturbance,brute force,night,teeth
5581,2021-10-03,Vampire,49.0,castle,nightly disturbance,knife,night,cloak
6056,2022-09-29,Werewolf,83.0,forest,assault,knife,dusk,teeth
8923,2020-05-07,Vampire,23.0,forest,assault,knife,night,cloak
5948,2019-11-08,Ghost,12.0,village,nightly disturbance,knife,night,cloak
2187,2020-08-24,Werewolf,11.0,forest,assault,N/A,night,teeth
3040,2020-01-30,Ghost,69.0,castle,nightly disturbance,brute force,night,cloak
1117,2023-11-15,Zombie,42.0,swamp,vandalism,pistol,day,teeth
6721,2022-05-27,Zombie,45.0,swamp,murder,knife,day,blood
700,2024-07-02,Ghost,8.0,village,vandalism,knife,night,cloak
10058,2024-10-04,Skeleton,10.0,mountain,vandalism,N/A,dusk,bones
5003,2022-06-10,Skeleton,84.0,mountain,arson,N/A,day,cloak
6663,2021-12-19,Zombie,90.0,forest,kidnapping,axe,night,potions
8567,2020-09-04,Witch,69.0,village,arson,pistol,night,bones
4414,2024-05-18,Ghost,80.0,castle,nightly disturbance,brute force,night,potions
2796,2024-05-01,Ghost,5.0,castle,arson,brute force,dusk,potions
3969,2021-05-04,Skeleton,31.0,mountain,assault,brute force,day,bones
7205,2024-07-09,Werewolf,42.0,mountain,assault,N/A,night,teeth
8824,2022-12-31,Witch,14.0,forest,arson,brute force,day,bones
7603,2022-08-18,Zombie,26.0,swamp,murder,pistol,night,potions
7601,2020-10-25,Ghost,8.0,castle,nightly disturbance,knife,night,potions
636,2021-04-25,Werewolf,34.0,forest,assault,N/A,night,potions
2479,2024-04-06,Zombie,86.0,village,kidnapping,pistol,dawn,bones
6303,2023-04-19,Skeleton,21.0,castle,assault,axe,dusk,bones
7083,2020-09-24,Skeleton,57.0,mountain,arson,axe,night,bones
3863,2024-09-10,Skeleton,14.0,castle,arson,knife,dusk,Bones
9067,2023-11-22,Skeleton,36.0,mountain,assault,knife,day,bones
2682,2024-04-06,Skeleton,1.0,mountain,vandalism,knife,dusk,cloak
9198,2020-08-30,Vampire,80.0,castle,assault,brute force,dawn,cloak
3782,2023-04-14,Zombie,8.0,swamp,assault,pistol,day,teeth
2202,2024-01-22,Skeleton,95.0,mountain,assault,knife,day,cloak
10004,2023-03-01,Werewolf,23.0,mountain,assault,knife,night,bones
9355,2023-08-01,Witch,37.0,village,arson,N/A,dawn,cloak
3353,2021-11-04,Vampire,2.0,castle,Assault,pistol,night,cloak
6409,2020-05-29,Witch,30.0,swamp,arson,axe,day,potions
2818,2020-03-29,Zombie,23.0,mountain,kidnapping,N/A,day,teeth
4146,2020-01-28,Ghost,67.0,village,vandalism,brute force,night,potions
6421,2023-09-17,Ghost,14.0,village,VANDALISM,N/A,dusk,potions
1695,2020-08-13,Vampire,61.0,village,nightly disturbance,brute force,night,teeth
3987,2023-03-07,Werewolf,48.0,village,assault,pistol,night,bones
4490,2020-05-07,Vampire,2.0,mountain,assault,axe,dusk,teeth
2968,2021-07-22,Witch,69.0,village,assault,axe,dusk,potions
9096,2023-03-01,Ghost,34.0,castle,nightly disturbance,axe,night,potions
7843,2022-01-05,Ghost,77.0,castle,nightly disturbance,knife,night,potions
5782,2020-06-07,Ghost,52.0,castle,vandalism,axe,night,potions
7514,2024-02-11,Zombie,54.0,swamp,kidnapping,brute force,dusk,potions
2531,2020-08-19,Werewolf,80.0,forest,vandalism,N/A,night,fur
8569,2022-01-11,Werewolf,7.0,swamp,assault,axe,night,bones
2397,2022-04-26,Zombie,73.0,swamp,kidnapping,N/A,night,potions
5014,2021-04-24,Skeleton,62.0,forest,nightly disturbance,pistol,night,bones
5943,2022-03-27,Witch,86.0,swamp,kidnapping,N/A,dusk,potions
2244,2023-04-11,Zombie,71.0,swamp,assault,knife,night,fur
5907,2022-02-14,Vampire,1.0,castle,assault,brute force,night,cloak
2245,2023-02-27,Vampire,84.0,forest,nightly disturbance,brute force,night,blood
3361,2020-09-21,Zombie,87.0,mountain,vandalism,axe,dawn,potions
6802,2024-09-24,Zombie,91.0,forest,assault,knife,dusk,teeth
3620,2022-12-24,Vampire,91.0,castle,nightly disturbance,pistol,night,teeth
9922,2020-04-20,Vampire,66.0,mountain,assault,knife,dusk,teeth
3656,2022-12-17,Werewolf,6.0,swamp,assault,N/A,dusk,teeth
7783,2024-09-29,Skeleton,45.0,mountain,arson,knife,day,bones
6498,2024-03-25,Werewolf,78.0,forest,nightly disturbance,axe,night,teeth
3149,2022-10-25,Vampire,66.0,mountain,nightly disturbance,brute force,night,cloak
86,2024-08-15,Skeleton,37.0,mountain,vandalism,brute force,dusk,bones
6033,2019-12-09,Witch,68.0,village,kidnapping,knife,night,cloak
2832,2024-02-18,Werewolf,63.0,mountain,assault,brute force,night,blood
3708,2021-01-25,Ghost,35.0,castle,nightly disturbance,knife,night,potions
3704,2022-02-23,Vampire,43.0,castle,nightly disturbance,knife,night,cloak
9892,2020-02-20,Vampire,61.0,mountain,assault,knife,night,Cloak
5208,2023-01-04,Werewolf,37.0,village,assault,axe,night,fur
5785,2021-09-17,Vampire,63.0,castle,nightly disturbance,brute force,night,blood
4636,2022-04-18,Zombie,78.0,swamp,kidnapping,knife,night,bones
2042,2021-01-12,Witch,27.0,swamp,arson,N/A,night,cloak
7908,2024-04-23,Vampire,48.0,castle,theft,knife,night,teeth
2553,2019-12-10,Werewolf,45.0,mountain,vandalism,knife,day,Fur
8371,2020-07-26,Witch,68.0,mountain,arson,axe,night,potions
9298,2019-12-30,Zombie,26.0,swamp,assault,N/A,DAWN,blood
3247,2022-07-03,Werewolf,93.0,forest,assault,knife,night,fur
527,2021-04-18,Witch,48.0,village,arson,N/A,day,Potions
5421,2023-01-12,Vampire,97.0,castle,assault,N/A,night,teeth
6831,2021-03-30,Ghost,41.0,village,nightly disturbance,brute force,night,potions
2927,2023-12-11,Witch,54.0,village,assault,N/A,night,potions
249,2024-02-03,Witch,56.0,swamp,kidnapping,N/A,night,blood
5990,2022-04-05,Skeleton,91.0,castle,nightly disturbance,axe,night,bones
4761,2024-07-04,Witch,16.0,swamp,kidnapping,N/A,day,teeth
9664,2023-01-25,Witch,50.0,village,kidnapping,brute force,dawn,bones
3460,2020-03-08,Witch,92.0,mountain,kidnapping,axe,day,bones
7001,2023-07-30,Vampire,66.0,mountain,nightly disturbance,knife,night,teeth
6789,2021-06-25,Zombie,32.0,mountain,kidnapping,pistol,dawn,teeth
7483,2024-07-04,Werewolf,62.0,forest,nightly disturbance,knife,night,teeth
6239,2023-07-20,Witch,99.0,swamp,kidnapping,N/A,dawn,potions
7321,2023-11-21,Vampire,6.0,castle,murder,axe,night,teeth
5567,2023-01-02,Witch,44.0,swamp,kidnapping,N/A,day,blood
2024,2021-07-23,Zombie,87.0,swamp,kidnapping,knife,night,bones
894,2023-04-26,Witch,87.0,swamp,kidnapping,knife,day,fur
878,2021-01-21,Ghost,68.0,castle,vandalism,pistol,dusk,potions
9785,2023-09-23,Witch,70.0,swamp,arson,pistol,dusk,teeth
5780,2021-07-02,Skeleton,81.0,swamp,vandalism,N/A,day,bones
361,2023-06-26,Vampire,87.0,village,assault,N/A,night,blood
10005,2024-04-22,Witch,18.0,village,assault,knife,night,potions
5508,2024-08-12,Werewolf,6.0,village,assault,knife,night,bones
8277,2020-01-15,Ghost,12.0,castle,theft,knife,night,potions
6504,2024-07-14,Skeleton,74.0,mountain,arson,N/A,day,cloak
7780,2023-05-14,Vampire,80.0,castle,assault,axe,dusk,teeth
1290,2022-04-01,Ghost,50.0,village,vandalism,pistol,dawn,potions
1912,2022-05-16,werewolf,81.0,swamp,kidnapping,brute force,night,bones
8775,2023-02-09,Witch,70.0,swamp,arson,knife,day,blood
6634,2021-01-08,Vampire,55.0,castle,nightly disturbance,axe,night,cloak
9720,2021-04-04,Skeleton,15.0,mountain,vandalism,axe,day,bones
3600,2023-09-25,Werewolf,23.0,forest,assault,axe,dusk,fur
5847,2022-12-16,Witch,2.0,village,arson,knife,dusk,bones
5005,2022-02-08,Skeleton,73.0,castle,assault,N/A,day,bones
1562,2023-01-01,Werewolf,41.0,forest,assault,pistol,night,blood
2408,2024-05-12,Vampire,90.0,castle,murder,pistol,night,blood
3862,2021-01-04,Zombie,59.0,forest,assault,knife,night,teeth
3267,2022-03-03,Werewolf,4.0,mountain,nightly disturbance,axe,night,teeth
8485,2023-02-04,Witch,83.0,swamp,arson,knife,day,potions
3341,2021-02-23,Vampire,47.0,castle,assault,axe,night,blood
500,2021-05-09,Skeleton,2.0,castle,assault,knife,day,bones
3535,2020-03-15,Werewolf,54.0,forest,assault,n/A,night,blood
6732,2020-03-22,Ghost,61.0,castle,vandalism,knife,night,potions
1128,2023-12-20,Ghost,67.0,castle,vandalism,knife,night,cloak
5696,2023-02-27,Zombie,64.0,swamp,kidnapping,N/A,night,potions
8864,2021-01-16,Vampire,32.0,village,nightly disturbance,pistol,night,teeth
6208,2020-02-01,Skeleton,59.0,swamp,assault,pistol,day,bones
9965,2024-09-23,Zombie,20.0,forest,vandalism,N/A,night,teeth
8865,2023-02-16,Zombie,28.0,swamp,kidnapping,brute force,dawn,potions
6776,2023-07-14,Werewolf,87.0,forest,vandalism,axe,dawn,teeth
10049,2020-05-21,Ghost,84.0,village,nightly disturbance,Knife,night,cloak
8042,2020-01-18,Vampire,1.0,village,assault,brute force,night,blood
3682,2021-12-17,Ghost,79.0,castle,vandalism,knife,night,cloak
2528,2023-01-19,Vampire,77.0,castle,theft,pistol,night,teeth
5737,2022-06-26,Ghost,64.0,castle,vandalism,N/A,dusk,potions
5294,2023-11-30,Ghost,83.0,village,vandalism,brute force,dawn,cloak
6584,2022-03-25,Witch,45.0,village,arson,axe,night,cloak
2814,2020-03-29,Zombie,14.0,mountain,kidnapping,pistol,night,blood
6220,2023-01-22,Zombie,94.0,mountain,kidnapping,pistol,dawn,POTIONS
3848,2020-10-14,Ghost,30.0,village,arson,knife,night,cloak
9523,2022-11-21,Skeleton,80.0,mountain,vandalism,brute force,day,cloak
9620,2024-08-20,Werewolf,45.0,forest,vandalism,axe,night,fur
8686,2022-02-21,Werewolf,44.0,village,kidnapping,axe,dusk,teeth
1715,2021-11-22,Skeleton,97.0,castle,vandalism,N/A,day,bones
5745,2021-03-29,Vampire,10.0,castle,assault,knife,night,blood
8453,2024-06-29,Witch,8.0,village,kidnapping,pistol,dusk,potions
5999,2020-10-01,Ghost,25.0,castle,theft,knife,night,cloak
2075,2024-01-23,Ghost,62.0,castle,nightly disturbance,knife,night,potions
1796,2020-11-21,Skeleton,21.0,forest,assault,pistol,day,bones
6626,2022-02-27,Vampire,80.0,castle,nightly disturbance,knife,night,blood
3348,2023-11-18,Vampire,51.0,village,theft,knife,night,blood
4828,2021-11-05,Skeleton,36.0,mountain,arson,brute force,day,bones
8625,2023-11-27,Skeleton,27.0,mountain,arson,brute force,night,cloak
6850,2021-03-26,Ghost,5.0,castle,arson,knife,night,potions
1608,2020-06-04,Ghost,48.0,village,nightly disturbance,N/A,night,cloak
1742,2021-07-09,Ghost,18.0,village,vandalism,knife,dusk,potions
219,2020-12-10,Werewolf,87.0,swamp,assault,N/A,day,fur
6392,2022-10-20,Werewolf,3.0,forest,vandalism,N/A,dusk,blood
8341,2021-12-21,Werewolf,79.0,mountain,assault,pistol,night,blood
498,2022-12-06,Werewolf,37.0,forest,nightly disturbance,brute force,night,blood
9224,2021-09-22,Skeleton,14.0,castle,assault,pistol,day,bones
3519,2020-11-19,Ghost,24.0,mountain,theft,pistol,night,cloak
5152,2022-12-31,Zombie,41.0,swamp,kidnapping,pistol,dusk,blood
5239,2024-04-29,Zombie,78.0,forest,murder,brute force,night,potions
3467,2022-02-13,GHOST,30.0,village,vandalism,N/A,night,Cloak
9290,2023-07-23,Werewolf,1.0,swamp,assault,axe,night,blood
7786,2022-10-06,Skeleton,29.0,castle,vandalism,pistol,night,bones
5571,2020-05-22,Witch,82.0,village,arson,knife,dusk,potions
26,2022-12-22,GHOST,77.0,village,nightly disturbance,knife,night,cloak
3549,2022-04-15,Skeleton,87.0,mountain,nightly disturbance,N/A,night,cloak
2437,2021-11-28,Witch,21.0,village,arson,knife,day,bones
3305,2023-12-05,skeleton,96.0,castle,nightly disturbance,axe,night,bones
5261,2020-05-23,Ghost,35.0,village,nightly disturbance,knife,night,potions
8800,2023-12-09,Skeleton,34.0,mountain,assault,axe,dawn,cloak
1568,2020-04-08,Vampire,27.0,castle,theft,N/A,night,cloak
9289,2023-10-01,Werewolf,28.0,forest,assault,pistol,night,teeth
8709,2023-03-28,Vampire,87.0,castle,nightly disturbance,knife,night,blood
3910,2024-01-03,Vampire,60.0,castle,assault,axe,night,blood
3437,2022-02-26,Skeleton,66.0,castle,vandalism,knife,dawn,cloak
4575,2023-05-03,Skeleton,73.0,mountain,arson,N/A,Day,bones
989,2024-08-05,Zombie,46.0,village,vandalism,pistol,dawn,bones
2685,2023-08-04,Vampire,99.0,forest,assault,axe,night,cloak
1868,2023-02-26,Skeleton,50.0,mountain,arson,knife,night,bones
8041,2021-03-26,Witch,22.0,swamp,arson,N/A,dusk,cloak
8324,2024-10-04,Zombie,68.0,swamp,assault,N/A,dusk,bones
7216,2020-04-18,Werewolf,28.0,mountain,assault,axe,night,fur
7370,2020-12-13,Werewolf,99.0,forest,nightly disturbance,axe,night,fur
5781,2023-08-31,Zombie,29.0,mountain,assault,N/A,day,teeth
523,2021-09-12,Witch,17.0,forest,arson,knife,day,fur
8834,2023-10-27,Vampire,33.0,castle,assault,knife,dusk,blood
8382,2022-01-23,Vampire,41.0,castle,assault,knife,night,blood
1114,2021-03-27,Werewolf,46.0,forest,assault,brute force,night,teeth
3311,2019-11-27,Witch,30.0,swamp,assault,axe,dusk,cloak
7288,2020-09-25,Werewolf,34.0,forest,assault,axe,night,fur
7462,2022-07-01,Ghost,82.0,forest,nightly disturbance,N/A,night,potions
9168,2020-04-25,Ghost,89.0,castle,nightly disturbance,axe,night,potions
8422,2023-07-03,Ghost,29.0,village,vandalism,axe,night,potions
4037,2021-09-09,Ghost,20.0,castle,nightly disturbance,knife,night,cloak
198,2021-06-22,Skeleton,24.0,castle,assault,pistol,day,cloak
4758,2023-02-12,Witch,88.0,mountain,arson,N/A,dawn,bones
651,2020-11-22,Werewolf,60.0,village,assault,pistol,night,bones
9180,2023-01-24,Ghost,23.0,mountain,nightly disturbance,brute force,night,Cloak
3320,2020-10-23,Witch,18.0,swamp,arson,N/A,dawn,bones
3150,2021-09-30,Zombie,32.0,mountain,murder,axe,night,teeth
6542,2023-09-02,Werewolf,27.0,swamp,vandalism,pistol,dusk,blood
3612,2021-02-02,Witch,45.0,swamp,kidnapping,brute force,day,cloak
9114,2022-05-12,Ghost,2.0,castle,nightly disturbance,brute force,night,cloak
4364,2021-02-01,Skeleton,31.0,mountain,assault,brute force,night,bones
10093,2022-08-18,Vampire,42.0,village,nightly disturbance,pistol,night,blood
2234,2020-01-15,Zombie,15.0,mountain,murder,pistol,night,blood
4598,2023-09-23,Ghost,69.0,village,vandalism,N/A,dusk,cloak
7387,2021-02-04,Zombie,6.0,swamp,vandalism,axe,dawn,potions
3757,2024-07-13,Werewolf,40.0,forest,vandalism,brute force,dusk,teeth
982,2024-06-26,Werewolf,34.0,mountain,assault,pistol,night,fur
4625,2020-07-28,Skeleton,90.0,castle,nightly disturbance,pistol,night,bones
727,2023-05-18,Vampire,89.0,castle,theft,N/A,night,blood
9108,2022-02-23,Vampire,55.0,mountain,murder,N/A,dawn,blood
6217,2022-10-08,Skeleton,35.0,mountain,assault,brute force,day,cloak
9525,2021-11-19,Vampire,71.0,castle,assault,axe,dawn,blood
3935,2021-12-06,Werewolf,73.0,forest,assault,knife,night,fur
2834,2022-04-03,Skeleton,93.0,forest,vandalism,pistol,dusk,bones
2594,2024-05-17,Zombie,15.0,swamp,murder,brute force,dawn,blood
4066,2023-05-18,Werewolf,87.0,forest,assault,axe,night,teeth
6261,2024-01-15,Werewolf,73.0,forest,nightly disturbance,pistol,night,fur
33,2021-01-23,Skeleton,75.0,forest,assault,knife,day,bones
8392,2020-12-08,Witch,17.0,village,arson,N/A,dusk,cloak
8921,2021-11-05,Witch,67.0,swamp,arson,knife,dusk,cloak
9916,2022-01-05,Skeleton,56.0,castle,vandalism,brute force,day,bones
4104,2022-08-17,Witch,16.0,swamp,kidnapping,brute force,night,potions
9038,2020-11-30,Witch,93.0,swamp,arson,pistol,dusk,teeth
5598,2023-08-24,Ghost,37.0,village,vandalism,N/A,night,cloak
1716,2023-08-07,Ghost,96.0,forest,nightly disturbance,pistol,night,cloak
2823,2021-10-04,Skeleton,36.0,castle,vandalism,axe,dusk,cloak
2249,2023-01-30,Werewolf,30.0,forest,nightly disturbance,pistol,night,blood
5878,2022-06-05,Vampire,79.0,castle,nightly disturbance,N/A,night,blood
9759,2020-01-07,Skeleton,60.0,mountain,vandalism,N/A,day,bones
3803,2022-03-29,Ghost,90.0,castle,vandalism,N/A,night,cloak
3905,2024-04-04,Ghost,26.0,village,nightly disturbance,axe,night,cloak
6487,2022-10-04,Witch,15.0,forest,theft,knife,dusk,potions
9493,2024-08-25,Vampire,4.0,castle,murder,pistol,dusk,cloak
9028,2023-09-03,Zombie,12.0,mountain,kidnapping,N/A,dusk,teeth
6739,2022-05-10,Witch,72.0,mountain,kidnapping,axe,night,cloak
8055,2021-10-11,Zombie,5.0,swamp,kidnapping,axe,dawn,blood
3797,2021-06-08,Zombie,77.0,village,assault,knife,dusk,bones
9872,2024-03-16,Ghost,47.0,village,arson,pistol,night,cloak
3262,2023-12-20,Zombie,59.0,forest,kidnapping,N/A,dawn,teeth
7879,2023-10-03,Werewolf,46.0,mountain,kidnapping,knife,dusk,Teeth
3963,2020-05-04,Witch,56.0,village,assault,axe,night,potions
3944,2023-04-18,Werewolf,6.0,mountain,vandalism,N/A,night,fur
2305,2021-03-29,Zombie,85.0,swamp,murder,brute force,dawn,bones
6880,2024-05-10,Werewolf,51.0,mountain,vandalism,N/A,dawn,teeth
1416,2022-12-01,Ghost,74.0,castle,vandalism,axe,dusk,potions
747,2020-03-27,Witch,22.0,swamp,arson,pistol,dawn,bones
4309,2022-01-02,Vampire,86.0,village,assault,pistol,night,cloak
9959,2023-06-30,Vampire,23.0,village,theft,axe,night,cloak
7425,2023-08-25,Vampire,83.0,castle,nightly disturbance,brute force,night,blood
7591,2024-08-17,Skeleton,80.0,mountain,vandalism,brute force,day,cloak
