importtIndex_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food,Age Bin
9146,ghost,no,1614.0,m,192.0,0.58,0.1,hazelnut,rats,old
6905,werewolf,no,27.0,f,170.0,0.32,0.7,silver,humans,baby
2505,ghost,no,1373.0,f,194.0,0.58,0.8,sunlight,lasagna,old
7432,zombie,yes,70.0,m,187.0,0.17,0.5,sunlight,lasagna,baby
6404,zombie,no,159.0,f,172.0,0.15,0.3,garlic,brain,young adult
1958,werewolf,no,127.0,f,178.0,1.0,0.3,silver,brain,teen
8348,zombie,no,135.0,m,183.0,0.13,0.2,cat hair,pesto pasta,teen
6153,witch,no,353.0,f,191.0,0.17,0.4,pumpkin,pesto pasta,young adult
2180,werewolf,yes,161.0,m,180.0,1.0,0.8,silver,humans,young adult
4324,skeleton,yes,1799.0,f,179.0,0.31,0.8,silver,lasagna,old
1940,vampire,no,539.0,f,156.0,0.35,0.8,sunlight,pesto pasta,adult
4022,werewolf,yes,128.0,m,158.0,0.56,0.9,cat hair,rats,teen
5819,witch,no,660.0,m,154.0,0.13,0.6,hazelnut,rats,middle age
1713,skeleton,no,1490.0,f,150.0,0.2,0.7,garlic,rats,old
2649,witch,yes,255.0,m,181.0,0.21,0.4,hazelnut,brain,young adult
2009,werewolf,yes,89.0,m,193.0,0.5,0.7,cat hair,lasagna,teen
3782,zombie,no,1.0,f,175.0,0.07,0.4,garlic,brain,baby
1046,skeleton,yes,347.0,f,170.0,0.14,1.0,silver,brain,young adult
2170,werewolf,yes,78.0,m,187.0,0.76,0.4,garlic,brain,baby
8803,witch,no,556.0,f,157.0,0.14,0.3,pumpkin,pesto pasta,adult
3451,zombie,yes,71.0,m,177.0,0.16,0.4,cat hair,rats,baby
4840,skeleton,no,952.0,m,163.0,0.18,0.8,garlic,humans,middle age
8413,zombie,yes,108.0,f,167.0,0.1,0.5,cat hair,rats,teen
9410,skeleton,yes,855.0,f,195.0,0.2,0.5,silver,lasagna,middle age
8727,werewolf,yes,122.0,m,159.0,0.82,0.8,silver,pesto pasta,teen
101,ghost,yes,2349.0,m,185.0,0.18,0.1,sunlight,humans,old
9664,witch,yes,135.0,f,183.0,0.27,0.3,hazelnut,rats,teen
3258,werewolf,no,82.0,f,162.0,0.59,0.6,silver,rats,teen
5910,zombie,yes,1.0,f,186.0,0.13,0.2,sunlight,rats,baby
8248,skeleton,no,932.0,m,158.0,0.15,0.1,silver,lasagna,middle age
3625,werewolf,yes,110.0,f,183.0,0.18,0.2,hazelnut,pesto pasta,teen
7004,werewolf,yes,66.0,m,186.0,0.5,0.6,hazelnut,lasagna,baby
2511,witch,yes,437.0,m,152.0,0.2,0.2,garlic,lasagna,adult
2187,werewolf,no,167.0,f,192.0,0.64,0.4,garlic,brain,young adult
9210,zombie,no,52.0,f,153.0,0.17,0.7,cat hair,pesto pasta,baby
4327,ghost,no,1408.0,m,197.0,0.35,0.1,sunlight,humans,old
9380,ghost,no,2663.0,m,183.0,0.8,0.4,pumpkin,lasagna,old
6844,skeleton,yes,2041.0,f,153.0,0.16,0.6,silver,lasagna,old
8339,witch,yes,501.0,f,182.0,0.17,0.2,hazelnut,pesto pasta,adult
2543,ghost,no,1657.0,m,159.0,0.29,0.1,pumpkin,pesto pasta,old
1611,werewolf,yes,88.0,m,167.0,0.53,0.7,silver,brain,teen
9715,werewolf,no,64.0,f,186.0,0.7,0.7,hazelnut,lasagna,baby
4040,skeleton,yes,1178.0,f,179.0,0.14,1.0,silver,brain,old
9611,vampire,yes,477.0,f,156.0,0.31,0.7,sunlight,humans,adult
5903,ghost,yes,1158.0,f,184.0,0.14,1.0,sunlight,rats,middle age
2159,ghost,no,1842.0,f,179.0,0.95,0.1,sunlight,pesto pasta,old
8611,skeleton,yes,629.0,m,185.0,0.33,0.5,silver,brain,middle age
6563,witch,no,331.0,m,189.0,0.22,0.9,hazelnut,humans,young adult
4640,ghost,yes,2200.0,m,157.0,0.27,1.0,sunlight,lasagna,old
1637,werewolf,yes,128.0,m,194.0,0.77,0.5,silver,lasagna,teen
8966,witch,yes,328.0,f,155.0,0.28,0.3,hazelnut,brain,young adult
9981,werewolf,yes,86.0,m,184.0,0.67,0.7,sunlight,lasagna,teen
1691,skeleton,yes,1429.0,m,166.0,0.38,0.1,silver,rats,old
897,ghost,no,2970.0,m,190.0,0.47,0.8,hazelnut,rats,old
3523,ghost,no,1.0,m,156.0,0.59,0.7,pumpkin,pesto pasta,baby
6156,werewolf,yes,93.0,f,198.0,0.94,0.6,cat hair,brain,teen
2747,zombie,no,113.0,f,179.0,0.11,0.4,cat hair,humans,teen
7688,vampire,yes,145.0,m,194.0,0.32,0.2,garlic,pesto pasta,teen
2632,werewolf,yes,75.0,m,152.0,0.64,0.6,silver,rats,baby
7865,zombie,yes,107.0,m,173.0,0.21,0.1,cat hair,lasagna,teen
2438,ghost,no,588.0,f,182.0,0.45,0.3,sunlight,rats,adult
5220,witch,no,432.0,f,174.0,0.19,0.3,hazelnut,humans,adult
9743,werewolf,no,156.0,f,167.0,1.0,0.6,hazelnut,brain,young adult
3038,werewolf,no,48.0,f,180.0,0.47,0.9,silver,lasagna,baby
5958,witch,yes,125.0,m,182.0,0.21,0.9,hazelnut,brain,teen
9458,zombie,no,68.0,m,173.0,0.08,0.5,silver,brain,baby
2495,skeleton,yes,2033.0,f,150.0,0.01,0.4,silver,lasagna,old
3986,vampire,no,641.0,m,156.0,0.42,0.6,garlic,lasagna,middle age
8159,vampire,no,250.0,m,151.0,0.56,0.6,silver,brain,young adult
3099,vampire,no,611.0,m,180.0,0.3,0.6,silver,lasagna,middle age
8454,zombie,yes,60.0,m,173.0,0.15,0.2,cat hair,humans,baby
1780,werewolf,no,110.0,f,171.0,0.36,0.7,hazelnut,brain,teen
519,skeleton,no,1.0,f,190.0,0.16,0.7,silver,pesto pasta,baby
9745,witch,yes,223.0,m,196.0,0.17,0.3,garlic,lasagna,young adult
5468,ghost,yes,967.0,m,181.0,0.48,1.0,sunlight,lasagna,middle age
2530,zombie,no,165.0,f,151.0,0.01,0.4,cat hair,rats,young adult
1414,werewolf,yes,131.0,f,188.0,0.56,0.6,silver,rats,teen
3173,ghost,no,3173.0,f,159.0,0.44,1.0,pumpkin,lasagna,old
7491,skeleton,yes,984.0,f,163.0,0.41,0.9,silver,lasagna,middle age
9582,vampire,no,547.0,m,157.0,0.48,0.1,garlic,lasagna,adult
2805,vampire,yes,656.0,f,155.0,0.47,0.1,garlic,lasagna,middle age
6881,ghost,yes,2293.0,f,176.0,0.27,1.0,pumpkin,pesto pasta,old
118,skeleton,no,838.0,f,172.0,0.47,0.7,silver,rats,middle age
6413,ghost,yes,1388.0,m,198.0,0.68,1.0,pumpkin,rats,old
7140,vampire,yes,489.0,m,167.0,0.51,0.3,sunlight,rats,adult
2496,werewolf,yes,89.0,f,165.0,0.76,0.6,cat hair,pesto pasta,teen
2249,werewolf,no,41.0,m,185.0,0.6,0.6,silver,humans,baby
4170,witch,no,506.0,m,176.0,0.21,0.2,hazelnut,brain,adult
3822,ghost,yes,3050.0,m,168.0,0.68,1.0,sunlight,lasagna,old
4233,witch,no,451.0,f,160.0,0.24,0.1,silver,lasagna,adult
3940,skeleton,no,793.0,f,188.0,0.01,0.7,silver,humans,middle age
1055,ghost,yes,2438.0,f,166.0,0.5,0.1,garlic,pesto pasta,old
2146,witch,no,261.0,m,193.0,0.21,0.3,hazelnut,humans,young adult
4601,werewolf,yes,53.0,m,182.0,0.68,0.9,silver,rats,baby
1293,ghost,yes,2875.0,m,180.0,0.52,1.0,garlic,rats,old
8136,zombie,yes,75.0,m,195.0,0.18,0.5,cat hair,pesto pasta,baby
9897,werewolf,no,135.0,m,170.0,0.55,0.8,hazelnut,humans,teen
6151,werewolf,yes,149.0,f,157.0,0.51,0.7,silver,humans,young adult
5048,werewolf,no,95.0,f,164.0,0.56,0.7,silver,pesto pasta,teen
7003,witch,yes,247.0,f,155.0,0.17,0.1,hazelnut,rats,young adult
4372,werewolf,yes,157.0,m,192.0,0.75,0.7,cat hair,pesto pasta,young adult
1339,witch,yes,486.0,m,158.0,0.17,0.8,hazelnut,brain,adult
8575,werewolf,no,55.0,f,189.0,0.4,0.7,silver,pesto pasta,baby
708,zombie,yes,113.0,m,183.0,0.11,0.3,silver,lasagna,teen
4892,werewolf,no,2.0,m,188.0,0.74,0.6,silver,brain,baby
8975,ghost,yes,2409.0,m,158.0,0.27,0.5,sunlight,rats,old
5057,witch,yes,498.0,f,179.0,0.29,0.6,hazelnut,rats,adult
3439,zombie,no,52.0,m,180.0,0.13,0.5,sunlight,brain,baby
474,vampire,yes,693.0,f,162.0,0.47,0.7,sunlight,rats,middle age
7202,vampire,no,304.0,f,159.0,0.39,0.2,garlic,humans,young adult
8625,skeleton,no,152.0,f,171.0,0.35,0.3,garlic,rats,young adult
4363,ghost,yes,1529.0,f,178.0,0.36,0.4,pumpkin,rats,old
6911,zombie,yes,9.0,m,175.0,0.21,0.6,garlic,rats,baby
6667,ghost,yes,723.0,m,193.0,0.67,0.1,sunlight,rats,middle age
2527,skeleton,no,295.0,f,191.0,0.01,0.2,garlic,pesto pasta,young adult
3963,witch,no,300.0,f,184.0,0.12,0.4,hazelnut,lasagna,young adult
9686,werewolf,no,21.0,m,182.0,0.93,0.6,silver,brain,baby
7014,ghost,no,1.0,f,162.0,0.36,1.0,silver,humans,baby
4314,zombie,yes,116.0,m,156.0,0.16,0.4,sunlight,humans,teen
6435,vampire,no,362.0,f,164.0,0.25,0.7,silver,lasagna,young adult
2542,vampire,no,450.0,f,171.0,0.34,0.2,garlic,rats,adult
1639,skeleton,no,240.0,m,177.0,0.42,0.9,silver,lasagna,young adult
5395,werewolf,yes,132.0,m,158.0,0.81,0.7,hazelnut,pesto pasta,teen
8143,vampire,no,404.0,f,162.0,0.51,0.7,sunlight,humans,adult
6920,witch,no,332.0,m,187.0,0.23,0.1,hazelnut,humans,young adult
10093,vampire,yes,475.0,f,184.0,0.58,0.6,silver,humans,adult
8352,ghost,no,743.0,m,160.0,0.65,0.3,hazelnut,pesto pasta,middle age
1062,ghost,no,276.0,m,161.0,0.07,0.9,sunlight,pesto pasta,young adult
194,ghost,yes,868.0,m,178.0,0.51,0.8,sunlight,lasagna,middle age
7480,ghost,no,1351.0,f,191.0,0.56,1.0,sunlight,rats,old
256,witch,no,397.0,f,161.0,0.17,0.3,hazelnut,pesto pasta,adult
7274,ghost,no,1252.0,f,166.0,0.77,0.8,pumpkin,pesto pasta,old
5019,witch,yes,525.0,m,159.0,0.25,0.4,hazelnut,humans,adult
1322,ghost,no,1354.0,m,198.0,0.48,0.2,garlic,rats,old
350,vampire,no,416.0,f,161.0,0.31,0.9,sunlight,pesto pasta,adult
5585,skeleton,no,294.0,f,192.0,0.01,1.0,silver,humans,young adult
2380,witch,yes,287.0,f,165.0,0.25,0.1,hazelnut,rats,young adult
10098,witch,yes,287.0,m,188.0,0.11,0.2,hazelnut,humans,young adult
6060,witch,no,351.0,m,169.0,0.09,0.1,hazelnut,pesto pasta,young adult
1108,zombie,no,41.0,m,164.0,0.07,0.4,sunlight,brain,baby
9838,werewolf,yes,148.0,f,164.0,0.98,0.6,cat hair,rats,young adult
6108,werewolf,yes,75.0,m,179.0,1.0,0.7,silver,pesto pasta,baby
2586,zombie,yes,1.0,f,151.0,0.16,0.7,cat hair,pesto pasta,baby
3901,vampire,no,468.0,m,193.0,0.64,0.5,silver,rats,adult
5542,zombie,no,109.0,f,166.0,0.2,0.2,cat hair,pesto pasta,teen
4313,ghost,yes,1.0,m,192.0,0.41,0.9,pumpkin,pesto pasta,baby
316,skeleton,no,845.0,f,171.0,0.38,0.3,hazelnut,humans,middle age
8476,zombie,yes,23.0,m,174.0,0.11,0.6,cat hair,brain,baby
6380,skeleton,no,1655.0,m,191.0,0.18,0.9,silver,brain,old
2398,vampire,yes,160.0,m,178.0,0.25,0.9,sunlight,pesto pasta,young adult
3214,werewolf,no,110.0,f,153.0,0.72,0.7,silver,pesto pasta,teen
7177,zombie,yes,27.0,m,159.0,0.16,0.5,pumpkin,pesto pasta,baby
5552,witch,no,210.0,f,172.0,0.25,0.3,hazelnut,rats,young adult
4561,vampire,no,520.0,m,150.0,0.61,0.4,silver,lasagna,adult
7238,vampire,no,582.0,f,173.0,0.5,0.6,sunlight,pesto pasta,adult
849,zombie,yes,90.0,f,152.0,0.14,0.7,cat hair,brain,teen
4950,vampire,yes,488.0,m,177.0,0.48,0.6,silver,lasagna,adult
1665,skeleton,yes,889.0,f,173.0,0.31,0.8,silver,rats,middle age
1074,witch,no,539.0,m,174.0,0.29,0.4,pumpkin,humans,adult
9113,zombie,yes,1.0,m,171.0,0.15,0.5,cat hair,brain,baby
2196,werewolf,no,82.0,f,173.0,0.42,0.7,cat hair,humans,teen
3547,vampire,no,718.0,m,194.0,0.21,0.4,garlic,rats,middle age
9827,vampire,no,372.0,f,154.0,0.66,0.6,garlic,brain,young adult
4706,vampire,yes,482.0,f,183.0,0.59,0.6,garlic,humans,adult
5670,zombie,yes,41.0,f,185.0,0.18,0.7,garlic,brain,baby
4306,vampire,no,660.0,f,166.0,0.21,0.5,garlic,pesto pasta,middle age
7403,skeleton,yes,601.0,m,174.0,0.18,0.5,silver,rats,middle age
9065,werewolf,yes,85.0,m,169.0,0.52,0.8,hazelnut,rats,teen
5294,ghost,no,1963.0,f,189.0,0.54,1.0,sunlight,pesto pasta,old
5595,witch,no,471.0,m,171.0,0.21,0.5,hazelnut,lasagna,adult
5761,werewolf,no,156.0,m,171.0,0.65,0.6,silver,brain,young adult
3482,witch,yes,382.0,f,188.0,0.2,0.3,hazelnut,lasagna,adult
2158,skeleton,no,1563.0,m,186.0,0.49,0.2,silver,lasagna,old
6758,witch,yes,480.0,m,170.0,0.17,0.1,hazelnut,pesto pasta,adult
7662,werewolf,no,89.0,f,158.0,0.49,0.8,hazelnut,rats,teen
9240,witch,no,472.0,f,192.0,0.21,0.1,pumpkin,pesto pasta,adult
6757,zombie,no,24.0,f,179.0,0.25,0.1,garlic,pesto pasta,baby
3781,skeleton,no,197.0,m,198.0,0.43,0.9,hazelnut,humans,young adult
6965,werewolf,yes,146.0,f,153.0,0.98,0.8,hazelnut,pesto pasta,young adult
4757,skeleton,no,3012.0,m,188.0,0.08,0.2,pumpkin,brain,old
7025,skeleton,yes,893.0,f,188.0,0.01,0.6,silver,lasagna,middle age
7427,witch,yes,211.0,f,197.0,0.18,0.2,pumpkin,pesto pasta,young adult
9913,zombie,yes,76.0,m,161.0,0.29,0.6,silver,brain,baby
6657,skeleton,yes,1.0,f,160.0,0.35,1.0,silver,pesto pasta,baby
9212,zombie,no,131.0,m,156.0,0.11,0.2,cat hair,pesto pasta,teen
7163,vampire,no,542.0,f,183.0,0.13,0.3,sunlight,humans,adult
7897,skeleton,yes,1180.0,m,195.0,0.42,1.0,silver,rats,old
3102,vampire,yes,296.0,f,183.0,0.5,0.4,garlic,brain,young adult
6759,vampire,yes,306.0,f,170.0,0.47,0.6,garlic,pesto pasta,young adult
8870,werewolf,yes,126.0,m,187.0,0.65,0.8,silver,pesto pasta,teen
1342,ghost,yes,1124.0,f,163.0,0.56,0.1,cat hair,brain,middle age
139,witch,no,321.0,m,169.0,0.23,0.2,pumpkin,rats,young adult
8286,skeleton,no,1222.0,m,169.0,0.01,0.5,pumpkin,brain,old
9383,werewolf,yes,91.0,m,160.0,0.49,0.9,silver,lasagna,teen
3183,werewolf,no,128.0,m,159.0,0.79,0.5,silver,rats,teen
7826,skeleton,yes,912.0,f,157.0,0.18,0.1,hazelnut,pesto pasta,middle age
3116,werewolf,no,1.0,f,167.0,0.79,0.6,hazelnut,rats,baby
9398,werewolf,no,63.0,f,193.0,0.91,0.8,hazelnut,lasagna,baby
7205,werewolf,yes,145.0,m,163.0,0.6,0.3,hazelnut,lasagna,teen
2092,skeleton,no,660.0,f,199.0,0.29,0.7,silver,lasagna,middle age
3685,ghost,yes,1022.0,m,195.0,0.58,0.1,sunlight,rats,middle age
6131,zombie,no,94.0,f,187.0,0.19,0.3,silver,brain,teen
550,witch,no,150.0,f,158.0,0.21,0.2,hazelnut,lasagna,young adult
8193,werewolf,no,54.0,f,181.0,0.66,0.2,hazelnut,lasagna,baby
640,werewolf,yes,103.0,m,162.0,0.63,0.8,silver,lasagna,teen
6067,werewolf,no,75.0,m,161.0,0.65,0.6,cat hair,lasagna,baby
5073,ghost,yes,3452.0,f,194.0,0.3,0.4,pumpkin,rats,old
9306,werewolf,yes,80.0,f,190.0,0.81,0.7,cat hair,brain,teen
5894,ghost,no,54.0,m,158.0,0.43,0.1,garlic,pesto pasta,baby
1341,skeleton,no,1686.0,f,157.0,0.23,0.6,silver,lasagna,old
157,witch,yes,405.0,f,152.0,0.23,0.1,hazelnut,rats,adult
354,zombie,yes,102.0,f,172.0,0.19,0.4,garlic,lasagna,teen
429,zombie,yes,18.0,m,180.0,0.21,0.5,cat hair,pesto pasta,baby
3738,vampire,no,425.0,f,157.0,0.39,0.8,garlic,humans,adult
1381,werewolf,yes,158.0,m,152.0,0.59,0.6,cat hair,rats,young adult
2039,skeleton,yes,2015.0,f,153.0,0.16,0.9,silver,pesto pasta,old
7954,vampire,yes,588.0,f,194.0,0.32,0.9,silver,rats,adult
6376,ghost,yes,1.0,m,156.0,0.97,0.1,garlic,humans,baby
4429,skeleton,yes,598.0,m,189.0,0.37,0.2,silver,lasagna,middle age
2079,zombie,yes,206.0,m,158.0,0.13,0.4,sunlight,humans,young adult
1574,skeleton,no,752.0,f,166.0,0.1,0.9,silver,lasagna,middle age
5429,zombie,yes,1.0,f,174.0,0.02,1.0,pumpkin,pesto pasta,baby
9189,ghost,no,1132.0,f,188.0,0.63,1.0,pumpkin,lasagna,middle age
6907,ghost,yes,1287.0,f,175.0,0.6,0.2,garlic,lasagna,old
162,werewolf,yes,190.0,f,179.0,0.81,0.4,garlic,humans,young adult
8669,ghost,no,534.0,m,161.0,0.65,1.0,pumpkin,pesto pasta,adult
8127,zombie,no,101.0,f,150.0,0.14,0.6,cat hair,rats,teen
2931,vampire,no,359.0,f,166.0,0.33,0.9,sunlight,lasagna,young adult
285,vampire,no,306.0,f,190.0,0.27,0.8,garlic,lasagna,young adult
9595,skeleton,yes,1075.0,f,181.0,0.17,0.7,silver,humans,middle age
5799,vampire,no,353.0,m,198.0,0.66,0.7,garlic,pesto pasta,young adult
8856,werewolf,yes,183.0,f,198.0,0.58,0.8,silver,brain,young adult
537,vampire,no,601.0,m,188.0,0.51,0.3,silver,rats,middle age
9476,zombie,yes,140.0,f,187.0,0.15,0.5,silver,pesto pasta,teen
2804,zombie,no,44.0,f,164.0,0.13,0.5,sunlight,brain,baby
8740,vampire,yes,384.0,f,179.0,0.38,0.8,silver,lasagna,adult
6954,skeleton,no,979.0,f,150.0,0.42,0.6,pumpkin,brain,middle age
2704,werewolf,no,238.0,f,197.0,0.72,0.7,garlic,brain,young adult
495,ghost,no,3347.0,m,154.0,0.47,0.4,silver,lasagna,old
8948,werewolf,yes,44.0,m,158.0,0.8,0.9,silver,lasagna,baby
8747,vampire,yes,797.0,m,155.0,0.43,0.2,sunlight,pesto pasta,middle age
9708,werewolf,no,76.0,f,194.0,0.78,0.7,silver,brain,baby
5086,ghost,no,3376.0,m,162.0,0.52,0.3,sunlight,brain,old
4438,vampire,no,267.0,f,194.0,0.49,0.3,sunlight,pesto pasta,young adult
6868,werewolf,yes,1.0,f,193.0,0.41,0.6,silver,brain,baby
1192,werewolf,yes,38.0,m,163.0,1.0,0.7,hazelnut,brain,baby
7938,werewolf,yes,116.0,m,162.0,0.47,0.7,silver,lasagna,teen
3823,zombie,no,1.0,m,181.0,0.18,0.4,cat hair,rats,baby
6458,ghost,no,1235.0,m,175.0,0.14,0.7,sunlight,humans,old
10060,witch,yes,526.0,f,184.0,0.27,0.2,silver,humans,adult
4138,skeleton,no,2126.0,m,194.0,0.01,0.8,silver,brain,old
9978,vampire,yes,912.0,m,170.0,0.44,0.5,garlic,lasagna,middle age
9424,vampire,yes,627.0,f,188.0,0.4,0.8,silver,rats,middle age
6655,skeleton,no,1.0,f,168.0,0.54,0.8,silver,pesto pasta,baby
7801,zombie,no,108.0,f,190.0,0.1,0.1,cat hair,pesto pasta,teen
3049,werewolf,yes,137.0,f,172.0,0.74,0.8,silver,rats,teen
6417,witch,yes,435.0,m,178.0,0.18,0.2,hazelnut,lasagna,adult
9016,witch,yes,353.0,f,181.0,0.29,0.6,hazelnut,pesto pasta,young adult
7702,skeleton,yes,1026.0,m,194.0,0.28,0.9,silver,pesto pasta,middle age
7300,vampire,no,963.0,m,184.0,0.51,0.6,sunlight,humans,middle age
5006,vampire,no,587.0,f,181.0,0.5,0.6,sunlight,lasagna,adult
8027,werewolf,yes,140.0,m,175.0,0.27,0.8,silver,rats,teen
2263,witch,no,581.0,f,191.0,0.15,0.2,hazelnut,lasagna,adult
3073,werewolf,no,177.0,f,199.0,0.88,0.4,cat hair,rats,young adult
7183,vampire,yes,611.0,m,169.0,0.5,0.6,garlic,brain,middle age
6223,skeleton,no,1624.0,m,182.0,0.46,1.0,garlic,lasagna,old
4965,ghost,no,145.0,f,160.0,0.7,0.2,pumpkin,humans,teen
8534,witch,yes,574.0,f,168.0,0.3,0.7,hazelnut,brain,adult
4934,witch,yes,138.0,f,160.0,0.15,0.3,hazelnut,lasagna,teen
6362,skeleton,no,1.0,m,150.0,0.01,0.6,silver,brain,baby
4518,vampire,no,522.0,f,160.0,0.47,0.6,garlic,lasagna,adult
2020,witch,yes,362.0,f,159.0,0.16,0.4,hazelnut,humans,young adult
9259,witch,yes,300.0,f,183.0,0.31,0.1,pumpkin,brain,young adult
9539,ghost,yes,1437.0,f,181.0,0.49,1.0,garlic,humans,old
7343,werewolf,yes,85.0,m,181.0,0.76,0.9,sunlight,brain,teen
9487,ghost,yes,1256.0,f,192.0,0.31,0.9,pumpkin,pesto pasta,old
9443,werewolf,no,143.0,m,157.0,0.57,0.7,hazelnut,humans,teen
8702,zombie,no,55.0,m,161.0,0.17,0.6,sunlight,lasagna,baby
5136,ghost,no,1683.0,m,162.0,0.43,0.1,sunlight,humans,old
487,zombie,yes,146.0,f,186.0,0.09,0.5,cat hair,humans,young adult
7511,skeleton,no,1186.0,f,187.0,0.28,0.2,silver,lasagna,old
6513,werewolf,yes,27.0,m,151.0,0.81,0.4,hazelnut,pesto pasta,baby
4746,witch,no,195.0,m,163.0,0.2,0.4,hazelnut,pesto pasta,young adult
9097,skeleton,no,1427.0,m,168.0,0.51,0.8,garlic,pesto pasta,old
9395,werewolf,no,139.0,f,175.0,0.63,0.7,hazelnut,brain,teen
8995,ghost,no,2645.0,m,195.0,0.36,0.3,garlic,rats,old
3666,zombie,yes,140.0,f,189.0,0.15,1.0,cat hair,lasagna,teen
3130,skeleton,no,1390.0,m,167.0,0.06,0.4,silver,humans,old
9558,werewolf,yes,135.0,f,193.0,0.53,0.6,cat hair,rats,teen
6339,werewolf,yes,79.0,f,162.0,0.93,0.1,hazelnut,rats,teen
111,witch,yes,232.0,m,192.0,0.25,0.2,garlic,pesto pasta,young adult
2791,werewolf,no,51.0,m,163.0,0.34,0.1,silver,brain,baby
7033,werewolf,no,138.0,m,168.0,0.54,0.5,silver,rats,teen
9689,zombie,yes,143.0,f,188.0,0.18,0.4,pumpkin,humans,teen
3824,witch,yes,481.0,f,186.0,0.14,0.3,pumpkin,brain,adult
5645,witch,yes,437.0,m,159.0,0.19,0.4,hazelnut,pesto pasta,adult
1984,zombie,yes,102.0,m,184.0,0.2,0.2,pumpkin,rats,teen
1457,skeleton,yes,1.0,m,162.0,0.25,0.5,silver,lasagna,baby
5531,vampire,yes,585.0,f,180.0,0.43,0.8,sunlight,humans,adult
9997,werewolf,no,57.0,m,170.0,0.5,0.6,hazelnut,lasagna,baby
2796,ghost,no,1413.0,f,196.0,0.44,0.8,silver,humans,old
7503,ghost,no,1.0,f,184.0,0.46,0.2,sunlight,pesto pasta,baby
1558,werewolf,no,41.0,f,193.0,0.51,0.8,silver,pesto pasta,baby
479,witch,yes,408.0,m,156.0,0.24,0.2,hazelnut,lasagna,adult
6630,zombie,no,89.0,f,164.0,0.16,0.1,cat hair,lasagna,teen
7431,zombie,yes,125.0,m,158.0,0.24,0.5,sunlight,brain,teen
5082,witch,no,720.0,m,177.0,0.21,0.6,hazelnut,pesto pasta,middle age
9987,zombie,no,98.0,m,175.0,0.14,0.3,cat hair,lasagna,teen
5745,vampire,yes,706.0,f,166.0,0.43,0.5,sunlight,pesto pasta,middle age
8241,werewolf,yes,138.0,f,177.0,0.75,0.2,hazelnut,humans,teen
1421,ghost,yes,3838.0,m,161.0,0.8,0.4,sunlight,rats,old
8028,witch,no,184.0,f,191.0,0.25,0.2,pumpkin,brain,young adult
5918,witch,yes,371.0,f,193.0,0.18,0.4,garlic,pesto pasta,young adult
8849,witch,yes,248.0,m,170.0,0.11,0.4,hazelnut,brain,young adult
5181,zombie,yes,134.0,m,170.0,0.17,0.7,pumpkin,humans,teen
8195,werewolf,no,133.0,f,175.0,0.95,0.7,silver,brain,teen
5826,werewolf,no,64.0,f,154.0,0.62,0.6,silver,pesto pasta,baby
1324,vampire,yes,520.0,m,181.0,0.3,0.7,sunlight,humans,adult
1925,zombie,yes,58.0,m,163.0,0.06,0.4,sunlight,pesto pasta,baby
3293,vampire,yes,950.0,f,177.0,0.52,0.5,silver,pesto pasta,middle age
3681,ghost,no,3152.0,f,198.0,0.7,0.8,sunlight,humans,old
8,witch,yes,355.0,f,163.0,0.18,0.1,hazelnut,pesto pasta,young adult
9285,witch,yes,475.0,m,154.0,0.24,0.3,hazelnut,lasagna,adult
7906,ghost,no,1.0,f,197.0,0.75,0.9,garlic,rats,baby
432,ghost,no,1215.0,f,174.0,0.35,0.2,sunlight,humans,old
4309,vampire,yes,462.0,m,158.0,0.45,0.8,garlic,humans,adult
215,vampire,yes,368.0,m,175.0,0.4,0.7,sunlight,brain,young adult
1843,witch,no,510.0,f,155.0,0.26,0.4,garlic,rats,adult
6267,vampire,yes,276.0,m,158.0,0.41,0.6,silver,rats,young adult
4535,zombie,yes,95.0,m,165.0,0.18,0.5,garlic,humans,teen
1822,werewolf,yes,155.0,f,194.0,0.97,0.3,silver,humans,young adult
8694,skeleton,no,743.0,f,192.0,0.26,0.4,silver,pesto pasta,middle age
7837,werewolf,yes,125.0,f,188.0,0.76,0.6,silver,brain,teen
358,zombie,no,119.0,f,153.0,0.12,0.4,cat hair,pesto pasta,teen
9631,zombie,no,116.0,f,176.0,0.16,0.4,sunlight,brain,teen
9153,witch,yes,324.0,f,199.0,0.2,0.2,hazelnut,brain,young adult
2216,vampire,no,941.0,m,163.0,0.32,0.6,silver,rats,middle age
8875,vampire,yes,631.0,m,194.0,0.49,0.6,sunlight,humans,middle age
6746,vampire,yes,546.0,m,188.0,0.41,0.7,silver,rats,adult
2065,witch,no,285.0,m,171.0,0.08,0.6,hazelnut,pesto pasta,young adult
1879,zombie,yes,97.0,f,182.0,0.16,0.5,cat hair,brain,teen
1777,zombie,no,32.0,f,159.0,0.14,0.2,garlic,rats,baby
6796,werewolf,yes,133.0,f,190.0,0.73,0.6,cat hair,pesto pasta,teen
1143,ghost,yes,3330.0,m,167.0,0.62,0.8,pumpkin,brain,old
8377,witch,no,412.0,m,163.0,0.19,0.4,hazelnut,rats,adult
7005,ghost,yes,311.0,f,170.0,0.49,0.3,hazelnut,humans,young adult
5433,vampire,yes,377.0,m,162.0,0.32,0.6,garlic,lasagna,young adult
4192,werewolf,yes,90.0,f,152.0,0.77,0.7,silver,brain,teen
3222,vampire,yes,523.0,f,168.0,0.37,0.7,sunlight,pesto pasta,adult
